"# of Nearby Corpses:","근처 시체 수:"
"% to not Consume:","충전 미-소모 확률:"
"%Inc Armour from Tree","방어도 증가%(패시브)"
"%Inc ES from Tree","에너지 보호막 증가%(패시브)"
"%Inc Evasion from Tree","회피 증가%(패시브)"
"%Inc Life from Tree","생명력 증가%(패시브)"
"%Inc Mana from Tree","마나 증가%(패시브)"
"{0} (Lightning Warp attack rate)","^7{0} ^8(번개 차원 이동의 공격 속도)"
"{0} (Malevolence attack rate)","^7{0} ^8(악의의 공격 속도)"
"{0} (Mana Cost of triggered)","^7{0} ^8(발동된 마나 소모)"
"{0} (Mana spent per second)","^7{0} ^8(초당 소모되는 마나)"
"{0} (Manabond attack rate)","^7{0} ^8(마나 결속의 공격 속도)"
"{0} (Manaforged threshold multiplier)","^7{0} ^8(마나벼림 임계값 배율)"
"{0} (Mirror Arrow attack rate)","^7{0} ^8(거울 화살의 공격 속도)"
"{0} (Molten Shell attack rate)","^7{0} ^8(용암 방패의 공격 속도)"
"{0} (Molten Strike attack rate)","^7{0} ^8(용암 타격의 공격 속도)"
"{0} (Number of mitigated hits)","^7{0} ^8(완화된 적중 수)"
"{0} (Orb of Storms attack rate)","^7{0} ^8(폭풍 보주의 공격 속도)"
"{0} (Penance Brand attack rate)","^7{0} ^8(속죄의 낙인의 공격 속도)"
"{0} (Perforate attack rate)","^7{0} ^8(천공의 공격 속도)"
"{0} (Pestilent Strike attack rate)","^7{0} ^8(전염성 일격의 공격 속도)"
"{0} (Petrified Blood attack rate)","^7{0} ^8(피 석화의 공격 속도)"
"{0} (Phase Run attack rate)","^7{0} ^8(위상 질주의 공격 속도)"
"{0} (Pinnacle)","^7{0} ^8(정점)"
"{0} (Plague Bearer attack rate)","^7{0} ^8(독성 운반자의 공격 속도)"
"{0} (Poacher's Mark attack rate)","^7{0} ^8(밀렵꾼의 징표의 공격 속도)"
"{0} (Poisonous Concoction attack rate)","^7{0} ^8(독성 혼합물의 공격 속도)"
"{0} (Power Siphon attack rate)","^7{0} ^8(권능 착취의 공격 속도)"
"{0} (Precision attack rate)","^7{0} ^8(정밀함의 공격 속도)"
"{0} (Pride attack rate)","^7{0} ^8(자부심의 공격 속도)"
"{0} (Protective Link attack rate)","^7{0} ^8(보호의 연결의 공격 속도)"
"{0} (Puncture attack rate)","^7{0} ^8(관통상의 공격 속도)"
"{0} (Punishment attack rate)","^7{0} ^8(응징의 공격 속도)"
"{0} (Purifying Flame attack rate)","^7{0} ^8(정화의 불길의 공격 속도)"
"{0} (Purity of Elements attack rate)","^7{0} ^8(원소의 순수함의 공격 속도)"
"{0} (Purity of Fire attack rate)","^7{0} ^8(불의 순수함의 공격 속도)"
"{0} (Purity of Ice attack rate)","^7{0} ^8(얼음의 순수함의 공격 속도)"
"{0} (Purity of Lightning attack rate)","^7{0} ^8(번개의 순수함의 공격 속도)"
"{0} (Pyroclast Mine attack rate)","^7{0} ^8(화산탄 지뢰의 공격 속도)"
"{0} (Rage Vortex attack rate)","^7{0} ^8(격노 소용돌이의 공격 속도)"
"{0} (Rain of Arrows attack rate)","^7{0} ^8(화살비의 공격 속도)"
"{0} (Raise Spectre attack rate)","^7{0} ^8(망령 소환의 공격 속도)"
"{0} (Raise Zombie attack rate)","^7{0} ^8(좀비 소환의 공격 속도)"
"{0} (Rallying Cry attack rate)","^7{0} ^8(집결의 함성의 공격 속도)"
"{0} (Reap attack rate)","^7{0} ^8(낫질의 공격 속도)"
"{0} (Reave attack rate)","^7{0} ^8(약탈의 공격 속도)"
"{0} (Reckoning attack rate)","^7{0} ^8(역습의 공격 속도)"
"{0} (Rejuvenation Totem attack rate)","^7{0} ^8(회복 토템의 공격 속도)"
"{0} (Righteous Fire attack rate)","^7{0} ^8(정의의 화염의 공격 속도)"
"{0} (Riposte attack rate)","^7{0} ^8(반격의 공격 속도)"
"{0} (Rolling Magma attack rate)","^7{0} ^8(몰려오는 마그마의 공격 속도)"
"{0} (Scorching Ray attack rate)","^7{0} ^8(작열 광선의 공격 속도)"
"{0} (Scourge Arrow attack rate)","^7{0} ^8(재앙의 화살의 공격 속도)"
"{0} (Searing Bond attack rate)","^7{0} ^8(불타는 굴레의 공격 속도)"
"{0} (Seismic Cry attack rate)","^7{0} ^8(지진 함성의 공격 속도)"
"{0} (Seismic Trap attack rate)","^7{0} ^8(지진 덫의 공격 속도)"
"{0} (Shattering Steel attack rate)","^7{0} ^8(강철 파편의 공격 속도)"
"{0} (Shield Charge attack rate)","^7{0} ^8(방패 돌진의 공격 속도)"
"{0} (Shield Crush attack rate)","^7{0} ^8(방패 타쇄의 공격 속도)"
"{0} (Shock Nova attack rate)","^7{0} ^8(충격 폭발의 공격 속도)"
"{0} (Shockwave Totem attack rate)","^7{0} ^8(충격파 토템의 공격 속도)"
"{0} (Shrapnel Ballista attack rate)","^7{0} ^8(파편 쇠뇌의 공격 속도)"
"{0} (Siege Ballista attack rate)","^7{0} ^8(공성 쇠뇌의 공격 속도)"
"{0} (Sigil of Power attack rate)","^7{0} ^8(힘의 부적의 공격 속도)"
"{0} (Siphoning Trap attack rate)","^7{0} ^8(착취 덫의 공격 속도)"
"{0} (Smite attack rate)","^7{0} ^8(징벌의 공격 속도)"
"{0} (Smoke Mine attack rate)","^7{0} ^8(연막 지뢰의 공격 속도)"
"{0} (Snipe attack rate)","^7{0} ^8(저격의 공격 속도)"
"{0} (Sniper's Mark attack rate)","^7{0} ^8(저격수의 징표의 공격 속도)"
"{0} (Soul Link attack rate)","^7{0} ^8(영혼의 연결의 공격 속도)"
"{0} (Soulrend attack rate)","^7{0} ^8(영혼 분리의 공격 속도)"
"{0} (Spark attack rate)","^7{0} ^8(전기불꽃의 공격 속도)"
"{0} (Spectral Helix attack rate)","^7{0} ^8(영체 나선의 공격 속도)"
"{0} (Spectral Shield Throw attack rate)","^7{0} ^8(환영 방패 투척의 공격 속도)"
"{0} (Spectral Throw attack rate)","^7{0} ^8(환영 무기 투척의 공격 속도)"
"{0} (Spellslinger attack rate)","^7{0} ^8(주문투척의 공격 속도)"
"{0} (Spirit Offering attack rate)","^7{0} ^8(영혼 공물의 공격 속도)"
"{0} (Split Arrow attack rate)","^7{0} ^8(분할 화살의 공격 속도)"
"{0} (Splitting Steel attack rate)","^7{0} ^8(강철 분할의 공격 속도)"
"{0} (Static Strike attack rate)","^7{0} ^8(정전기 타격의 공격 속도)"
"{0} (Steelskin attack rate)","^7{0} ^8(강철피부의 공격 속도)"
"{0} (Storm Brand attack rate)","^7{0} ^8(폭풍의 낙인의 공격 속도)"
"{0} (Storm Burst attack rate)","^7{0} ^8(폭풍 점사의 공격 속도)"
"{0} (Storm Call attack rate)","^7{0} ^8(폭풍 부름의 공격 속도)"
"{0} (Storm Rain attack rate)","^7{0} ^8(폭풍우의 공격 속도)"
"{0} (Stormbind attack rate)","^7{0} ^8(폭풍 연대의 공격 속도)"
"{0} (Stormblast Mine attack rate)","^7{0} ^8(태풍 파열 지뢰의 공격 속도)"
"{0} (Summon Carrion Golem attack rate)","^7{0} ^8(부패 골렘 소환의 공격 속도)"
"{0} (Summon Chaos Golem attack rate)","^7{0} ^8(카오스 골렘 소환의 공격 속도)"
"{0} (Summon Flame Golem attack rate)","^7{0} ^8(화염 골렘 소환의 공격 속도)"
"{0} (Summon Holy Relic attack rate)","^7{0} ^8(신성한 유물 소환의 공격 속도)"
"{0} (Summon Ice Golem attack rate)","^7{0} ^8(얼음 골렘 소환의 공격 속도)"
"{0} (Summon Lightning Golem attack rate)","^7{0} ^8(번개 골렘 소환의 공격 속도)"
"{0} (Summon Raging Spirit attack rate)","^7{0} ^8(격노의 유령 소환의 공격 속도)"
"{0} (Summon Reaper attack rate)","^7{0} ^8(수확자 소환의 공격 속도)"
"{0} (Summon Skeletons attack rate)","^7{0} ^8(해골 소환의 공격 속도)"
"{0} (Summon Skitterbots attack rate)","^7{0} ^8(원격 기폭 장치 소환의 공격 속도)"
"{0} (Summon Stone Golem attack rate)","^7{0} ^8(돌 골렘 소환의 공격 속도)"
"{0} (Sunder attack rate)","^7{0} ^8(산산조각의 공격 속도)"
"{0} (Sweep attack rate)","^7{0} ^8(휩쓸기의 공격 속도)"
"{0} (Tectonic Slam attack rate)","^7{0} ^8(지층 강타의 공격 속도)"
"{0} (Tempest Shield attack rate)","^7{0} ^8(폭풍의 방패의 공격 속도)"
"{0} (Temporal Chains attack rate)","^7{0} ^8(시간의 사슬의 공격 속도)"
"{0} (Temporal Rift attack rate)","^7{0} ^8(시간의 균열의 공격 속도)"
"{0} (Tornado Shot attack rate)","^7{0} ^8(회오리 사격의 공격 속도)"
"{0} (Tornado attack rate)","^7{0} ^8(회오리의 공격 속도)"
"{0} (Toxic Rain attack rate)","^7{0} ^8(맹독성 비의 공격 속도)"
"{0} (Unearth attack rate)","^7{0} ^8(발굴의 공격 속도)"
"{0} (Vaal Absolution attack rate)","^7{0} ^8(바알 면죄의 공격 속도)"
"{0} (Vaal Ancestral Warchief attack rate)","^7{0} ^8(바알 선대의 대전사의 공격 속도)"
"{0} (Vaal Animate Weapon attack rate)","^7{0} ^8(바알 무기 기동의 공격 속도)"
"{0} (Vaal Arc attack rate)","^7{0} ^8(바알 연쇄 번개의 공격 속도)"
"{0} (Vaal Arctic Armour attack rate)","^7{0} ^8(바알 한기의 방어구의 공격 속도)"
"{0} (Vaal Blade Flurry attack rate)","^7{0} ^8(바알 질풍의 칼날의 공격 속도)"
"{0} (Vaal Blade Vortex attack rate)","^7{0} ^8(바알 칼날 소용돌이의 공격 속도)"
"{0} (Vaal Blight attack rate)","^7{0} ^8(바알 황폐의 공격 속도)"
"{0} (Vaal Burning Arrow attack rate)","^7{0} ^8(바알 불타는 화살의 공격 속도)"
"{0} (Vaal Caustic Arrow attack rate)","^7{0} ^8(바알 부식성 화살의 공격 속도)"
"{0} (Vaal Clarity attack rate)","^7{0} ^8(바알 명상의 공격 속도)"
"{0} (Vaal Cleave attack rate)","^7{0} ^8(바알 회전베기의 공격 속도)"
"{0} (Vaal Cold Snap attack rate)","^7{0} ^8(바알 한파의 공격 속도)"
"{0} (Vaal Cyclone attack rate)","^7{0} ^8(바알 회오리바람의 공격 속도)"
"{0} (Vaal Detonate Dead attack rate)","^7{0} ^8(바알 시체 폭발의 공격 속도)"
"{0} (Vaal Discipline attack rate)","^7{0} ^8(바알 단련의 공격 속도)"
"{0} (Vaal Domination attack rate)","^7{0} ^8(바알 지배의 공격 속도)"
"{0} (Vaal Double Strike attack rate)","^7{0} ^8(바알 이중 타격의 공격 속도)"
"{0} (Vaal Earthquake attack rate)","^7{0} ^8(바알 지진의 공격 속도)"
"{0} (Vaal Fireball attack rate)","^7{0} ^8(바알 화염구의 공격 속도)"
"{0} (Vaal Firestorm attack rate)","^7{0} ^8(바알 화염 폭풍의 공격 속도)"
"{0} (Vaal Flameblast attack rate)","^7{0} ^8(바알 화염파의 공격 속도)"
"{0} (Vaal Flicker Strike attack rate)","^7{0} ^8(바알 점멸 타격의 공격 속도)"
"{0} (Vaal Glacial Hammer attack rate)","^7{0} ^8(바알 빙하 망치의 공격 속도)"
"{0} (Vaal Grace attack rate)","^7{0} ^8(바알 은총의 공격 속도)"
"{0} (Vaal Ground Slam attack rate)","^7{0} ^8(바알 대지 강타의 공격 속도)"
"{0} (Vaal Haste attack rate)","^7{0} ^8(바알 가속의 공격 속도)"
"{0} (Vaal Ice Nova attack rate)","^7{0} ^8(바알 얼음 폭발의 공격 속도)"
"{0} (Vaal Ice Shot attack rate)","^7{0} ^8(바알 얼음 화살의 공격 속도)"
"{0} (Vaal Immortal Call attack rate)","^7{0} ^8(바알 불멸의 외침의 공격 속도)"
"{0} (Vaal Impurity of Fire attack rate)","^7{0} ^8(바알 불의 부정함의 공격 속도)"
"{0} (Vaal Impurity of Ice attack rate)","^7{0} ^8(바알 얼음의 부정함의 공격 속도)"
"{0} (Vaal Impurity of Lightning attack rate)","^7{0} ^8(바알 번개의 부정함의 공격 속도)"
"{0} (Vaal Lightning Arrow attack rate)","^7{0} ^8(바알 번개 화살의 공격 속도)"
"{0} (Vaal Lightning Strike attack rate)","^7{0} ^8(바알 번개 타격의 공격 속도)"
"{0} (Vaal Lightning Trap attack rate)","^7{0} ^8(바알 번개 덫의 공격 속도)"
"{0} (Vaal Lightning Warp attack rate)","^7{0} ^8(바알 번개 차원 이동의 공격 속도)"
"{0} (Vaal Molten Shell attack rate)","^7{0} ^8(바알 용암 방패의 공격 속도)"
"{0} (Vaal Molten Strike attack rate)","^7{0} ^8(바알 용암 타격의 공격 속도)"
"{0} (Vaal Power Siphon attack rate)","^7{0} ^8(바알 권능 착취의 공격 속도)"
"{0} (Vaal Rain of Arrows attack rate)","^7{0} ^8(바알 화살비의 공격 속도)"
"{0} (Vaal Reap attack rate)","^7{0} ^8(바알 낫질의 공격 속도)"
"{0} (Vaal Reave attack rate)","^7{0} ^8(바알 약탈의 공격 속도)"
"{0} (Vaal Rejuvenation Totem attack rate)","^7{0} ^8(바알 회복 토템의 공격 속도)"
"{0} (Vaal Righteous Fire attack rate)","^7{0} ^8(바알 정의의 화염의 공격 속도)"
"{0} (Vaal Smite attack rate)","^7{0} ^8(바알 징벌의 공격 속도)"
"{0} (Vaal Spark attack rate)","^7{0} ^8(바알 전기불꽃의 공격 속도)"
"{0} (Vaal Spectral Throw attack rate)","^7{0} ^8(바알 환영 무기 투척의 공격 속도)"
"{0} (Vaal Split Arrow attack rate)","^7{0} ^8(바알 분할 화살의 공격 속도)"
"{0} (Vaal Storm Call attack rate)","^7{0} ^8(바알 폭풍 부름의 공격 속도)"
"{0} (Vaal Summon Skeletons attack rate)","^7{0} ^8(바알 해골 소환의 공격 속도)"
"{0} (Vaal Venom Gyre attack rate)","^7{0} ^8(바알 독액 선회의 공격 속도)"
"{0} (Vaal Volcanic Fissure attack rate)","^7{0} ^8(바알 화산 균열의 공격 속도)"
"{0} (Vampiric Link attack rate)","^7{0} ^8(흡혈의 연결의 공격 속도)"
"{0} (Vengeance attack rate)","^7{0} ^8(복수의 공격 속도)"
"{0} (Venom Gyre attack rate)","^7{0} ^8(독액 선회의 공격 속도)"
"{0} (Vigilant Strike attack rate)","^7{0} ^8(경계 타격의 공격 속도)"
"{0} (Viper Strike attack rate)","^7{0} ^8(맹독 타격의 공격 속도)"
"{0} (Vitality attack rate)","^7{0} ^8(활력의 공격 속도)"
"{0} (Void Sphere attack rate)","^7{0} ^8(공허 구체의 공격 속도)"
"{0} (Volatile Dead attack rate)","^7{0} ^8(시체 불덩이의 공격 속도)"
"{0} (Volcanic Fissure attack rate)","^7{0} ^8(화산 균열의 공격 속도)"
"{0} (Voltaxic Burst attack rate)","^7{0} ^8(전도성 격발의 공격 속도)"
"{0} (Vortex attack rate)","^7{0} ^8(소용돌이의 공격 속도)"
"{0} (Vulnerability attack rate)","^7{0} ^8(취약성의 공격 속도)"
"{0} (War Banner attack rate)","^7{0} ^8(전쟁 깃발의 공격 속도)"
"{0} (Warlord's Mark attack rate)","^7{0} ^8(전쟁군주의 징표의 공격 속도)"
"{0} (Wave of Conviction attack rate)","^7{0} ^8(신념의 파도의 공격 속도)"
"{0} (Whirling Blades attack rate)","^7{0} ^8(칼날 선회의 공격 속도)"
"{0} (Wild Strike attack rate)","^7{0} ^8(사나운 타격의 공격 속도)"
"{0} (Winter Orb attack rate)","^7{0} ^8(겨울 보주의 공격 속도)"
"{0} (Wintertide Brand attack rate)","^7{0} ^8(겨울의 낙인의 공격 속도)"
"{0} (Wither attack rate)","^7{0} ^8(위축의 공격 속도)"
"{0} (Withering Step attack rate)","^7{0} ^8(고사시키는 걸음의 공격 속도)"
"{0} (Wrath attack rate)","^7{0} ^8(진노의 공격 속도)"
"{0} (Zealotry attack rate)","^7{0} ^8(열광의 공격 속도)"
"{0} (action speed modifier)","^7{0} ^8(동작 속도 보정)"
"{0} (adjusted for server tick rate)","^7{0} ^8(서버 틱 속도에 맞게 조정됨)"
"{0} (ailment effect modifier)","^7{0} ^8(상태 이상 효과 보정)"
"{0} (average damage)","^7{0} ^8(평균 피해)"
"{0} (average hit)","^7{0} ^8(평균 적중)"
"{0} (average physical hit)","^7{0} ^8(평균 물리 적중)"
"{0} (base Physical damage) * {1} (current trauma) = {2} Physical damage","^7{0} ^8(기본 물리 피해) ^7x {1} ^8(현재 외상) = ^7{2} ^8물리 피해"
"{0} (base cooldown of Absolution)","^7{0} ^8(면죄의 기본 재사용 대기시간)"
"{0} (base cooldown of Added Chaos Damage)","^7{0} ^8(카오스 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Added Cold Damage)","^7{0} ^8(냉기 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Added Fire Damage)","^7{0} ^8(화염 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Added Lightning Damage)","^7{0} ^8(번개 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Additional Accuracy)","^7{0} ^8(정확도 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Advanced Traps)","^7{0} ^8(향상된 덫 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Alchemist's Mark)","^7{0} ^8(연금술사의 징표의 기본 재사용 대기시간)"
"{0} (base cooldown of Ambush)","^7{0} ^8(매복의 기본 재사용 대기시간)"
"{0} (base cooldown of Ancestral Call)","^7{0} ^8(선대의 부름 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Ancestral Cry)","^7{0} ^8(선대의 함성의 기본 재사용 대기시간)"
"{0} (base cooldown of Ancestral Protector)","^7{0} ^8(선대의 수호자의 기본 재사용 대기시간)"
"{0} (base cooldown of Ancestral Warchief)","^7{0} ^8(선대의 대전사의 기본 재사용 대기시간)"
"{0} (base cooldown of Anger)","^7{0} ^8(분노의 기본 재사용 대기시간)"
"{0} (base cooldown of Animate Guardian)","^7{0} ^8(수호자 기동의 기본 재사용 대기시간)"
"{0} (base cooldown of Animate Weapon)","^7{0} ^8(무기 기동의 기본 재사용 대기시간)"
"{0} (base cooldown of Arc)","^7{0} ^8(연쇄 번개의 기본 재사용 대기시간)"
"{0} (base cooldown of Arcane Cloak)","^7{0} ^8(비전의 망토의 기본 재사용 대기시간)"
"{0} (base cooldown of Arcane Surge)","^7{0} ^8(비전 쇄도 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Arcanist Brand)","^7{0} ^8(신비학자 낙인의 기본 재사용 대기시간)"
"{0} (base cooldown of Archmage)","^7{0} ^8(대마법사 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Arctic Armour)","^7{0} ^8(한기의 방어구의 기본 재사용 대기시간)"
"{0} (base cooldown of Armageddon Brand)","^7{0} ^8(종말의 낙인의 기본 재사용 대기시간)"
"{0} (base cooldown of Arrogance)","^7{0} ^8(오만 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Arrow Nova)","^7{0} ^8(화살 산개 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Artillery Ballista)","^7{0} ^8(포대 쇠뇌의 기본 재사용 대기시간)"
"{0} (base cooldown of Assassin's Mark)","^7{0} ^8(암살자의 징표의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Added Chaos Damage)","^7{0} ^8(각성한 카오스 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Added Cold Damage)","^7{0} ^8(각성한 냉기 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Added Fire Damage)","^7{0} ^8(각성한 화염 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Added Lightning Damage)","^7{0} ^8(각성한 번개 피해 추가 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Ancestral Call)","^7{0} ^8(각성한 선대의 부름 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Arrow Nova)","^7{0} ^8(각성한 화살 산개 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Blasphemy)","^7{0} ^8(각성한 신성 모독 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Brutality)","^7{0} ^8(각성한 포악함 보조의 기본 재사용 대기시간)"
"{0} (base cooldown of Awakened Burning Damage)","^7{0} ^8(각성한 화상 피해 보조의 기본 재사용 대기시간)"
