"#% increased Attack Speed","공격 속도 #% 증가"
"{0}% increased Attack Speed","공격 속도 {0}% 증가"
"(46-48)% increased Effect of the Buff granted by your Flame Golems","화염 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Unique Enemy is in your Presence, #% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, (43-45)% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (43-45)% 증가"
"While a Unique Enemy is in your Presence, (46-48)% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Unique Enemy is in your Presence, (49-51)% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (49-51)% 증가"
"While a Unique Enemy is in your Presence, (52-54)% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (52-54)% 증가"
"While a Unique Enemy is in your Presence, (55-57)% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (55-57)% 증가"
"While a Unique Enemy is in your Presence, (58-60)% increased Effect of the Buff granted by your Flame Golems","고유 적이 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (58-60)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (55-57)% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (55-57)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (58-60)% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (58-60)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (61-63)% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (61-63)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (64-66)% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (64-66)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (67-69)% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (67-69)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (70-72)% increased Effect of the Buff granted by your Flame Golems","최종 아틀라스 보스가 접근해 있는 동안, 화염 골렘이 제공하는 버프 효과 (70-72)% 증가"

"#% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 #% 증가"
"{0}% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 {0}% 증가"
"(31-33)% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 (31-33)% 증가"
"(34-36)% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 (34-36)% 증가"
"(37-39)% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 (37-39)% 증가"
"(40-42)% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 (40-42)% 증가"
"(43-45)% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 (43-45)% 증가"
"(46-48)% increased Effect of the Buff granted by your Ice Golems","얼음 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Unique Enemy is in your Presence, #% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, (43-45)% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (43-45)% 증가"
"While a Unique Enemy is in your Presence, (46-48)% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Unique Enemy is in your Presence, (49-51)% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (49-51)% 증가"
"While a Unique Enemy is in your Presence, (52-54)% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (52-54)% 증가"
"While a Unique Enemy is in your Presence, (55-57)% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (55-57)% 증가"
"While a Unique Enemy is in your Presence, (58-60)% increased Effect of the Buff granted by your Ice Golems","고유 적이 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (58-60)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (55-57)% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (55-57)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (58-60)% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (58-60)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (61-63)% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (61-63)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (64-66)% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (64-66)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (67-69)% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (67-69)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (70-72)% increased Effect of the Buff granted by your Ice Golems","최종 아틀라스 보스가 접근해 있는 동안, 얼음 골렘이 제공하는 버프 효과 (70-72)% 증가"

"#% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 #% 증가"
"{0}% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 {0}% 증가"
"(31-33)% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 (31-33)% 증가"
"(34-36)% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 (34-36)% 증가"
"(37-39)% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 (37-39)% 증가"
"(40-42)% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 (40-42)% 증가"
"(43-45)% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 (43-45)% 증가"
"(46-48)% increased Effect of the Buff granted by your Lightning Golems","번개 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Unique Enemy is in your Presence, #% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Unique Enemy is in your Presence, (43-45)% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (43-45)% 증가"
"While a Unique Enemy is in your Presence, (46-48)% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Unique Enemy is in your Presence, (49-51)% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (49-51)% 증가"
"While a Unique Enemy is in your Presence, (52-54)% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (52-54)% 증가"
"While a Unique Enemy is in your Presence, (55-57)% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (55-57)% 증가"
"While a Unique Enemy is in your Presence, (58-60)% increased Effect of the Buff granted by your Lightning Golems","고유 적이 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (58-60)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, #% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 #% 증가"
"While a Pinnacle Atlas Boss is in your Presence, {0}% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 {0}% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (55-57)% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (55-57)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (58-60)% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (58-60)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (61-63)% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (61-63)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (64-66)% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (64-66)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (67-69)% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (67-69)% 증가"
"While a Pinnacle Atlas Boss is in your Presence, (70-72)% increased Effect of the Buff granted by your Lightning Golems","최종 아틀라스 보스가 접근해 있는 동안, 번개 골렘이 제공하는 버프 효과 (70-72)% 증가"

"#% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 #% 증가"
"{0}% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 {0}% 증가"
"(31-33)% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 (31-33)% 증가"
"(34-36)% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 (34-36)% 증가"
"(37-39)% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 (37-39)% 증가"
"(40-42)% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 (40-42)% 증가"
"(43-45)% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 (43-45)% 증가"
"(46-48)% increased Effect of the Buff granted by your Stone Golems","돌 골렘이 제공하는 버프 효과 (46-48)% 증가"
"While a Unique Enemy is in your Presence, #% increased Effect of the Buff granted by your Stone Golems","고유 적이 접근해 있는 동안, 돌 골렘이 제공하는 버프 효과 #% 증가"
"While a Unique Enemy is in your Presence, {0}% increased Effect of the Buff granted by your Stone Golems","고유 적이 접근해 있는 동안, 돌 골렘이 제공하는 버프 효과 {0}% 증가"
