"	-10% to all Resistances","	모든 원소 저항 -10%"
"	Dragon Hunter","	드래곤 헌터"
"	Dread March","	공포 행진"
"	Dreamer","	몽상가"
"	Drive the Destruction","	파괴의 원동력"
"	Druidic Rite","	드루이드 의식"
"	Dual Wield Accuracy","	쌍수 정확도"
"	Dual Wield Attack Speed","	쌍수 공격 속도"
"	Dual Wield Attack and Cast Speed and Block","	쌍수 공격 및 시전 속도와 막기"
"	Dual Wield Attack and Cast Speed","	쌍수 공격 및 시전 속도"
"	Dual Wield Block and Attack Speed","	쌍수 막기 및 공격 속도"
"	Dual Wield Cast Speed and Movement Skill Cooldown Recovery","	쌍수 시전 속도 및 이동 스킬 재사용 대기시간 회복"
"	Dual Wield Cast Speed","	쌍수 시전 속도"
"	Dual Wield Critical Strike Chance","	쌍수 치명타 확률"
"	Dual Wield Critical Strike Multiplier and Accuracy","	쌍수 치명타 피해 배율 및 정확도"
"	Dual Wield Damage and Attack Speed","	쌍수 피해 및 공격 속도"
"	Dual Wield Damage and Block","	쌍수 피해 및 막기"
"	Dual Wield Damage","	쌍수 피해"
"	Dual Wield Spell Damage and Movement Speed","	쌍수 주문 피해 및 이동 속도"
"	Dual Wield Spell Damage and Spell Block","	쌍수 주문 피해 및 주문 막기"
"	Dual Wielding Mastery","	쌍수 숙련"
"	Duelist Ascendancy","	듀얼리스트 전직"
"	Duration Mastery","	지속시간 숙련"
"	Dynamo","	정력가"
"	Eagle Eye","	독수리의 눈"
"	Efficient Explosives","	효율적인 폭발물"
"	Elder Power","	엘더의 힘"
"	Eldritch Battery","	섬뜩한 충전기"
"	Eldritch Inspiration","	엘 드리치 영감"
"	Electric Presence","	전기 존재"
"	Elegant Form","	우아한 형태"
"	Elemancer","	원소 골렘술사"
"	Elemental Damage and Resistances","	원소 피해 및 저항"
"	Elemental Damage","	원소 피해"
"	Elemental Damage, Attack and Cast Speed","	원소 피해, 공격 및 시전 속도"
"	Elemental Damage, Cold Ailment Effect","	원소 피해, 냉기 상태 이상 효과"
"	Elemental Damage, Critical Strike Multiplier","	원소 피해, 치명타 피해"
"	Elemental Damage, Fire Damage over Time Multiplier","	원소 피해, 지속 화염 피해 배율"
"	Elemental Damage, Life Regeneration","	원소 피해, 생명력 재생"
"	Elemental Damage, Lightning Ailment Effect","	원소 피해, 번개 상태 이상 효과"
"	Elemental Equilibrium","	원소 균형"
"	Elemental Focus","	원소 집중 보조"
"	Elemental Focus","	원소 집중"
"	Elemental Mastery","	원소 숙련"
"	Elemental Overload","	원소 과부하"
"	Elemental Resistances with a Shield","	방패의 원소 저항"
"	Elemental Resistances","	원소 저항"
"	Elementalist","	엘리멘탈리스트"
"	Empowered Bond","	강화된 유대"
"	Empowered Envoy","	권한이 부여 된 특사"
"	Endbringer","	종말 인도자"
"	Endless Hunger","	끝없는 굶주림"
"	Endless Munitions","	끝없는 탄약"
"	Endurance Charge Duration","	인내 충전 지속시간"
"	Endurance","	인내"
"	Enduring Bond","	인내의 유대"
"	Enduring Composure","	지속적인 평정"
"	Enduring Focus","	지속적인 초점"
"	Enduring Ward","	지속되는 수호"
"	Energy From Naught","	무한 동력"
"	Energy Shield Leech","	에너지 보호막 흡수"
"	Energy Shield Mastery","	에너지 보호막 숙련"
"	Energy Shield Recharge Rate","	에너지 보호막 재충전 속도"
"	Energy Shield and Energy Shield Recharge Rate","	에너지 보호막 및 에너지 보호막 재충전 속도"
"	Energy Shield and Mana Regeneration","	에너지 보호막 및 마나 재생"
"	Energy Shield and Mana","	에너지 보호막 및 마나"
"	Energy Shield and Recovery","	에너지 보호막 및 회복"
"	Energy Shield","	에너지 보호막"
"	Energy Shield, Chaos Damage","	에너지 보호막, 카오스 피해"
"	Energy Shield, Cold Damage","	에너지 보호막, 냉기 피해"
"	Energy Shield, Cold and Chaos Damage","	에너지 보호막, 냉기 및 카오스 피해"
"	Energy Shield, Curse Effect","	에너지 보호막, 저주 효과"
"	Energy Shield, Energy Shield Recharge Rate","	에너지 보호막, 에너지 보호막 재충전 속도"
"	Energy Shield, Power Charge Duration","	에너지 보호막, 권능 충전 지속시간"
"	Enigmatic Defence","	수수께끼의 방어력"
"	Enigmatic Reach","	수수께끼의 역량"
"	Entrench","	견고화"
"	Entropy","	엔트로피"
"	Escalation","	증대자"
"	Escape Artist","	탈출의 명수"
"	Essence Extraction","	에센스 추출"
"	Essence Glutton","	에센스 포식"
"	Essence Infusion","	에센스 주입"
"	Essence Rush","	정수의 습격"
"	Essence Sap","	정수 진액"
"	Essence Surge","	에센스 쇄도"
"	Eternal Suffering","	영원한 고통"
"	Eternal Youth","	영원한 젊음"
"	Ethereal Feast","	천상의 연회"
"	Evasion Mastery","	회피 숙련"
"	Evasion Per Frenzy Charge","	격분 충전 하나당 회피"
"	Evasion and Blind Effect","	회피 및 실명 효과"
"	Evasion and Elemental Resistances","	회피 및 원소 저항"
"	Evasion and Energy Shield Mastery","	회피 및 에너지 보호막 숙련"
"	Evasion and Energy Shield","	회피 및 에너지 보호막"
"	Evasion and Energy Shield, Attack and Cast Speed","	회피 및 에너지 보호막, 공격 및 시전 속도"
"	Evasion and Energy Shield, Damage","	회피 및 에너지 보호막, 피해"
"	Evasion and Energy Shield, Energy Shield Leech","	회피 및 에너지 보호막, 에너지 보호막 흡수"
"	Evasion and Energy Shield, Energy Shield Recharge","	회피 및 에너지 보호막, 에너지 보호막 재충전"
"	Evasion and Energy Shield, Frenzy Charge Duration","	회피 및 에너지 보호막, 격분 충전 지속시간"
"	Evasion and Energy Shield, Movement Speed","	회피 및 에너지 보호막, 이동 속도"
"	Evasion and Life","	회피 및 생명력"
"	Evasion and Movement Skill Cooldown Recovery","	회피 및 이동 스킬 재사용 대기시간 회복"
"	Evasion and Movement Speed","	회피 및 이동 속도"
"	Evasion and Phasing","	회피 및 차원 능력"
"	Evasion and Spell Suppression","	회피 및 주문 억제"
"	Evasion","	회피"
"	Evasion, Elemental Damage","	회피, 원소 피해"
"	Evasion, Frenzy Charge Duration","	회피, 격분 충전 지속시간"
"	Evasion, Onslaught Effect","	회피, 맹공 효과"
"	Evil Eye","	사악한 눈"
"	Exceptional Performance","	특출난 솜씨"
"	Excess Sustenance","	과잉 자양분"
"	Executioner","	사형 집행자"
"	Exerted Attack Damage","	전력 공격 피해"
"	Expansive Might","	광대 함"
"	Expeditious Munitions","	효율적인 탄약"
"	Expendability","	지출 가능성"
"	Expert Hunter","	사냥 전문가"
"	Expert Sabotage","	전문가 방해 행위"
"	Expertise","	전문 지식"
"	Exploit Weakness","	약점 이용"
"	Explosive Elements","	폭발 원소"
"	Explosive Force","	폭발력"
"	Explosive Impact","	폭발적인 충격"
"	Explosive Runes","	폭발 룬"
"	Explosives Expert","	폭발물 전문가"
"	Exposure Therapy","	노출 요법"
"	Eye of the Storm","	폭풍의 눈"
"	Eye to Eye","	눈에"
"	Faith and Steel","	신뢰와 강철"
"	Fan of Blades","	블레이드의 팬"
"	Fan the Flames","	화염을 팬"
"	Fangs of Frost","	서리의 송곳니"
"	Fangs of the Viper","	독사의 송곳니"
"	Far Shot","	장거리 사격"
"	Farsight","	멀리 보는 자"
"	Faster Ailments","	상태 이상 가속"
"	Faster Bleeding","	출혈 가속"
"	Faster Ignite","	점화 가속"
"	Fasting","	금식"
"	Fatal Blade","	치명적인 검"
"	Fatal Flourish","	치명적인 번창"
"	Fatal Toxins","	치명적인 독소"
"	Fearsome Force","	무시무시한 힘"
"	Fearsome Warrior","	무시 무시한 전사"
"	Feast of Flesh","	육체의 연회"
"	Feasting Fiends","	연회의 마귀"
"	Feed the Fury","	광분 조장"
"	Feller of Foes","	적병 벌목자"
"	Fending","	막아내기"
"	Fending","	밀쳐내기"
"	Fervour","	열정"
"	Fettle","	상태"
"	Field Medicine","	야전 의술"
"	Finesse","	수완"
"	Fingers of Frost","	서리의 손가락"
"	Fire Attunement","	화재 조율"
"	Fire Damage and Area of Effect","	화염 피해 및 효과 범위"
"	Fire Damage and Cast Speed","	화염 피해 및 시전 속도"
"	Fire Damage and Life Regeneration","	화염 피해 및 생명력 재생"
"	Fire Damage","	화염 피해"
"	Fire Mastery","	화염 숙련"
"	Fire Resistance","	화염 저항"
"	Fire Walker","	화염 보행자"
"	Fire and Cold Damage","	화염 및 냉기 피해"
"	First to Strike, Last to Fall","	선수필승"
"	Flash Freeze","	순간 동결"
"	Flask Charges Gained","	플라스크 충전 획득"
"	Flask Charges Used","	플라스크 충전 사용"
"	Flask Charges against Marked Enemy","	징표 찍힌 적에 대한 플라스크 충전"
"	Flask Effect Duration","	플라스크 효과 지속시간"
"	Flask Effect and Charges Gained","	플라스크 효과 및 충전 획득"
"	Flask Effect and Duration","	플라스크 효과 및 지속시간"
"	Flask Effect, Attack Damage","	플라스크 효과, 공격 피해"
"	Flask Effect, Chaos Damage","	플라스크 효과, 카오스 피해"
"	Flask Effect, Poison Duration","	플라스크 효과, 중독 지속시간"
"	Flask Mastery","	플라스크 숙련"
"	Flawless Savagery","	결함 없는 야만성"
"	Flaying","	가죽 벗기기"
"	Fleetfoot","	넓은 발"
"	Flexible Sentry","	유순한 보초"
"	Flow of Life","	삶의 흐름"
"	Focal Point","	집중점"
"	Follow-Through","	후속 조치"
"	Forbidden Power","	금지된 힘"
"	Forbidden Words","	금지 된 단어"
"	Force Multiplier","	전력 배가"
"	Force Shaper","	힘의 형성자"
"	Forceful Skewering","	강력한 꿰뚫기"
"	Forces of Nature","	자연의 힘"
"	Foresight","	선견지명"
"	Forethought","	원려"
"	Forking Angle","	갈래 각도"
"	Fortification Duration","	방어 상승 지속 시간"
"	Fortification Gain","	방어 상승 획득"
"	Fortify Mastery","	방어 상승 숙련"
"	Fortitude","	강건함"
"	Frantic Aspect","	열광적 인 측면"
"	Freedom of Movement","	이동의 자유"
"	Freeze Chance","	동결 확률"
"	Freeze and Chill Avoidance","	동결 및 냉각 긴급회피"
"	Frenetic","	광란"
"	Frenzy Charge Duration","	격분 충전 지속시간"
"	Frigid Wake","	차디찬 각성"
"	From the Shadows","	어둠 속에서"
"	Frost Walker","	서리 보행자"
"	Fuel the Fight","	전투 장려"
"	Furious Assault","	분개한 공격"
"	Fury Bolts","	광분의 화살"
"	Fury of Nature","	자연의 광분"
"	Fusillade","	일제 사격"
"	Galvanic Hammer","	충격의 망치"
"	Gathering Winds","	몰려드는 바람"
"	Genius","	천재"
"	Ghost Dance","	혼의 춤"
"	Ghost Reaver","	혼 강탈자"
"	Glacial Cage","	빙하 창살"
"	Gladiator","	글레디에이터"
"	Gladiator's Fortitude","	검투사의 기백"
"	Gladiator's Perseverance","	검투사의 인내"
"	Gladiatorial Combat","	검투사 전투"
"	Glancing Blows","	비껴내기"
"	Golem Commander","	골렘을 부리는 자"
"	Golem Life and Buff Effect","	골렘 생명력 및 버프 효과"
"	Golem's Blood","	골렘의 피"
"	Goliath","	골리앗"
"	Graceful Assault","	우아한 공격"
"	Graceful Execution","	우아한 실행"
"	Grand Design","	그랜드 디자인"
"	Gratuitous Violence","	불필요한 폭력"
"	Grave Intentions","	무덤의 목적"
"	Grave Intentions","	엄숙한 의도"
"	Gravepact","	엄숙한 계약"
"	Grim Oath","	엄숙한 서약"
"	Growth and Decay","	성장과 부패"
"	Guardian","	가디언"
"	Guerilla Tactics","	유격 전술"
"	Haemorrhage","	출혈"
"	Hard Knocks","	고난"
"	Hardened Scars","	굳어진 흉터"
"	Harmony of Purpose","	의지력의 조화"
"	Harness the Void","	공허의 고삐"
"	Harpooner","	작살꾼"
"	Harrier","	해리어"
"	Harvester of Foes","	적병 수확자"
"	Hatchet Master","	손도끼의 대가"
"	Haunting Shout","	잊혀지지 않는 소리"
"	Headsman","	참수자"
"	Heart and Soul","	심장과 영혼"
"	Heart of Darkness","	어둠의 심장"
"	Heart of Destruction","	파괴의 심장"
"	Heart of Flame","	화염의 심장"
"	Heart of Ice","	얼음의 심장"
"	Heart of Iron","	철의 심장"
"	Heart of Oak","	오크의 심장"
"	Heart of Thunder","	천둥의 심장"
"	Heart of the Warrior","	전사의 심장"
"	Heartseeker","	심장 노리기"
"	Heartstopper","	심정지"
"	Hearty","	원기 왕성"
"	Heavy Draw","	묵직한 당기기"
"	Heavy Hitter","	묵직한 타격가"
"	Hematophagy","	흡혈"
"	Herald Buff Effect","	전령 버프 효과"
"	Heraldry","	문장"
"	Herbalism","	약초학"
"	Hex Area of Effect","	사술 효과 범위"
"	Hex Breaker","	육각 차단기"
"	Hex Master","	사술의 대가"
"	Hibernator","	최대 절전호"
"	Hierophant","	하이로펀트"
"	High Explosives","	고성능 폭약"
"	High Voltage","	고전압"
"	Hinekora's Lock","	히네코라의 머리카락"
"	Hinekora, Death's Fury","	죽음의 광분, 히네코라"
"	Hired Killer","	청부살인자"
"	Hit and Run","	치고 빠지기"
"	Holistic Health","	전체적인 건강"
"	Holy Conquest","	거룩한 정복"
"	Holy Dominion","	신성한 지배력"
"	Holy Fire","	신성한 불꽃"
"	Honoured Tattoo of the Barbarian","	야만인의 명예로운 문신"
"	Honoured Tattoo of the Berserker","	광전사의 명예로운 문신"
"	Honoured Tattoo of the Dove","	비둘기의 명예로운 문신"
"	Honoured Tattoo of the Flock","	무리의 명예로운 문신"
"	Honoured Tattoo of the Flood","	홍수의 명예로운 문신"
"	Honoured Tattoo of the Hatungo","	하툰고의 명예로운 문신"
"	Honoured Tattoo of the Hunter","	사냥꾼의 명예로운 문신"
"	Honoured Tattoo of the Mountain","	산맥의 명예로운 문신"
"	Honoured Tattoo of the Oak","	참나무의 명예로운 문신"
"	Honoured Tattoo of the Pa","	파의 명예로운 문신"
"	Honoured Tattoo of the Pillager","	약탈꾼의 명예로운 문신"
"	Honoured Tattoo of the Sky","	하늘의 명예로운 문신"
"	Honoured Tattoo of the Storm","	폭풍의 명예로운 문신"
"	Honoured Tattoo of the Tuatara","	투아타라의 명예로운 문신"
"	Honoured Tattoo of the Turtle","	거북이의 명예로운 문신"
"	Honoured Tattoo of the Warlord","	전쟁군주의 명예로운 문신"
"	Honoured Tattoo of the Wise","	현명한 자의 명예로운 문신"
"	Hound's Mark","	하운드의 마크"
"	Hulking Corpses","	헐킹 시체"
"	Hunter's Gambit","	사냥꾼의 책략"
"	Ignite Avoidance","	점화 긴급회피"
"	Ignite Chance and Duration","	점화 확률 및 지속 시간"
"	Ignite Chance","	점화 확률"
"	Ignite Resistance","	점화 저항"
"	Ignite and Bleed Duration","	점화 및 출혈 지속시간"
"	Illuminated Devotion","	빛나는 헌신"
"	Imbalanced Guard","	불안정한 방어"
"	Impact","	충격"
"	Impale Chance and Physical Attack Damage","	꿰뚫기 확률 및 물리 공격 피해"
"	Impale Chance with Two Handed Weapons","	양손 무기 사용 시 꿰뚫기 확률"
"	Impale Chance","	꿰뚫기 확률"
"	Impale Effect with Two Handed Weapons","	양손 무기 사용 시 꿰뚫기 효과"
"	Impale Effect","	꿰뚫기 효과"
"	Impale Mastery","	꿰뚫기 숙련"
"	Improvisor","	즉흥 연주자"
"	Increased Energy Shield Leeched","	에너지 보호막 흡수 증가"
"	Indomitable Army","	불굴의 군단"
"	Indomitable Resolve","	불굴의 결의"
"	Inevitable Judgement","	피할 수 없는 심판"
"	Inexorable","	준엄"
"	Influence","	영향력"
"	Infused Flesh","	주입된 육체"
"	Infused","	주입"
"	Inquisitor","	인퀴지터"
"	Insatiable Killer","	만족을 모르는 살인자"
