" Beyond Bosses cannot spawn","이계 보스가 생성되지 않음"
"This Skill can only be used with Axes, Maces, Sceptres or Staves","도끼, 철퇴, 셉터나 지팡이로만 이 스킬 사용 가능"
"This Skill can only be used with Bows or Wands","활이나 마법봉으로만 해당 스킬 사용 가능"
"This Skill can only be used with Bows","활로만 해당 스킬 사용 가능"
"This Skill can only be used with Claws or Daggers","클로나 단검으로만 해당 스킬 사용 가능"
"This Skill can only be used with Maces, Sceptres or Staves","철퇴, 셉터나 지팡이로만 해당 스킬 사용 가능"
"This Skill cannot Knock Enemies Back","이 스킬로 적 밀어내기 불가"
"This Skill counts as Triggered","이 스킬을 발동형으로 간주"
"This Skill has a {0}% chance to Trigger Shockwave Skill on Hit","이 스킬 적중 시 {0}%의 확률로 충격파 스킬 발동"
"This Skill has {0}% increased Critical Strike Chance per Inspiration Charge","영감 충전 하나당 해당 스킬의 치명타 확률 {0}% 증가"
"This Skill has {0}% increased Critical Strike Chance per Power Charge if used by a Mine","지뢰에 의해 사용될 시 권능 충전 하나당 이 스킬의 치명타 확률 {0}% 증가"
"This Skill has {0}% less Elemental Damage per Inspiration Charge","영감 충전 하나당 해당 스킬의 원소 피해 {0}% 감폭"
"This Skill has {0}% more Elemental Damage per Inspiration Charge","영감 충전 하나당 해당 스킬의 원소 피해 {0}% 증폭"
"This Skill has {0}% reduced Critical Strike Chance per Inspiration Charge","영감 충전 하나당 해당 스킬의 치명타 확률 {0}% 감소"
"This Skill has {0}% reduced Critical Strike Chance per Power Charge if used by a Mine","지뢰에 의해 사용될 시 권능 충전 하나당 이 스킬의 치명타 확률 {0}% 감소"
"This Skill is Triggered at the Final Burst Location of Glacial Cascade","이 스킬은 빙하 폭포의 마지막 폭발 위치에서 발동"
"This Skill is Triggered by Arcanist Brand, from the Brand's location","이 스킬은 신비학자 낙인에 의해 낙인 위치에서 발동"
"This Skill is Triggered by Attacks Exerted by Infernal Cry","이 스킬은 지옥불 함성으로 인한 전력 공격에 의해 발동"
"This Skill is Triggered by Snipe","이 스킬은 저격에 의해 발동"
"This Skill is Triggered by a Unique Item","이 스킬은 고유 아이템에 의해 발동"
"This Skill is Triggered by the Item granting it","이 스킬은 이 스킬을 적용시키는 아이템에 의해 발동"
"This Skill is Triggered every second while you Channel Winter Orb","이 스킬은 겨울 보주 집중 유지 시 1초마다 발동"
"This Skill is Triggered on Critical Strike with Cleave or Reave","이 스킬은 회전베기 또는 약탈로 치명타 명중 시 발동"
"This Skill is Triggered when you Attack with Perforate or Lacerate","이 스킬은 천공 또는 피부 찢기로 공격 시 발동"
"This Skill is Triggered when you Cast Storm Burst or Divine Ire","이 스킬은 폭풍 점사 또는 신성한 진노 시전 시 발동"
"This Skill is Triggered when you Explode a Corpse using Detonate Dead","이 스킬은 시체 폭발로 시신을 폭발시킬 시 발동"
"This Skill is Triggered when you Stun an Enemy with Heavy Strike or Boneshatter","이 스킬은 묵직한 타격 또는 뼈 박살로 적 기절 시 발동"
"This Skill is Triggered when you attack with Blink Arrow","이 스킬은 점멸 화살로 공격 시 발동"
"This Skill is Triggered when you attack with Mirror Arrow","이 스킬은 거울 화살로 공격 시 발동"
"This Skill is Triggered when you attack with Split Arrow or Tornado Shot","이 스킬은 분할 화살 또는 회오리 사격으로 공격 시 발동"
"This Skill is used by Mirage Warriors Summoned by General's Cry","장군의 함성으로 소환된 신기루 전사가 이 스킬 사용"
"This Skill targets {0} additional nearby Enemies","이 스킬이 주변 대상 {0}명을 추가 대상으로 삼음"
"This Skill targets {0} additional nearby Enemy","이 스킬이 주변 대상 {0}명을 추가 대상으로 삼음"
"This Skill will Trigger Shockwave Skill on Hit","이 스킬이 적중 시 충격파 발동"
"This Skill will Trigger once a total of {0} Mana has been Spent on Bow Attacks not Supported by Manaforged Arrows","마나벼림 화살의 보조를 받지 않는 활 공격으로 마나를 총 {0} 소모하면 이 스킬 발동"
"This Skill's Area of Effect cannot be modified","스킬의 효과 범위 변경 불가"
"This Skill's Arrows deal {0}% less Damage with Ailments per Stage","단계 하나당 이 스킬의 화살이 주는 상태 이상 피해 {0}% 감폭"
"This Skill's Arrows deal {0}% less Damage with Hits per Stage","명중 시 단계 하나당 이 스킬의 화살이 주는 피해 {0}% 감폭"
"This Skill's Arrows deal {0}% more Damage with Ailments per Stage","단계 하나당 이 스킬의 화살이 주는 상태 이상 피해 {0}% 증폭"
"This Skill's Arrows deal {0}% more Damage with Hits per Stage","명중 시 단계 하나당 이 스킬의 화살이 주는 피해 {0}% 증폭"
"This Skill's Cooldown does not recover during its effect","효과를 발휘하는 동안 재사용 대기시간을 채우지 않음"
"This Skill's Duration cannot be modified","이 스킬의 지속시간 변경 불가"
"This Skill's Mana Reservation is the total of the Mana Reservations of Supported Skills, and cannot be further modified","이 스킬의 마나 점유량은 보조 대상 스킬들의 마나 점유량의 총합이며, 이후 속성 부여 불가"
"This Skill's effects deal {0}% less Damage when Reoccurring","재발생 시 이 스킬로 주는 피해 {0}% 감폭"
"This Skill's effects deal {0}% more Damage when Reoccurring","재발생 시 이 스킬로 주는 피해 {0}% 증폭"
"This Spell and Minion's Spells Repeat an additional time","이 주문 및 소환수의 주문 1회 추가 반복"
"This Spell and Minion's Spells Repeat an additional {0} times","이 주문 및 소환수의 주문 {0}회 추가 반복"
"This Spell and Minions Convert {0}% of Physical Damage to Lightning Damage","이 주문 및 소환수가 물리 피해의 {0}%를 번개 피해로 전환"
"This Spell and Minions Have {0}% increased Effect of Cold Ailments","이 주문 및 소환수의 냉기 상태 이상 효과 {0}% 증가"
"This Spell and Minions Have {0}% reduced Effect of Cold Ailments","이 주문 및 소환수의 냉기 상태 이상 효과 {0}% 감소"
"This Spell and Minions Leech {0}% of Damage as Energy Shield","이 주문 및 소환수가 피해의 {0}%를 에너지 보호막으로 흡수"
"This Spell and Minions Leech {0}% of Damage as Life","이 주문 및 소환수가 피해의 {0}%를 생명력으로 흡수"
"This Spell and Minions Penetrate {0}% Chaos Resistance","이 주문 및 소환수가 카오스 저항 {0}% 관통"
"This Spell and Minions Penetrate {0}% Cold Resistance","이 주문 및 소환수가 냉기 저항 {0}% 관통"
"This Spell and Minions Penetrate {0}% Elemental Resistances","이 주문 및 소환수가 {0}%의 원소 저항 관통"
"This Spell and Minions Penetrate {0}% Fire Resistance","이 주문 및 소환수가 화염 저항 {0}% 관통"
"This Spell and Minions Penetrate {0}% Lightning Resistance","이 주문 및 소환수가 번개 저항 {0}% 관통"
"This Spell and Minions Poison Enemies on Hit","이 주문 및 소환수가 명중 시 적 중독 유발"
"This Spell and Minions Shock Enemies as though dealing {0}% less Damage","이 주문 및 소환수가 {0}% 감폭된 피해를 준 것처럼 적에게 감전 유발"
"This Spell and Minions Shock Enemies as though dealing {0}% more Damage","이 주문 및 소환수가 {0}% 증폭된 피해를 준 것처럼 적에게 감전 유발"
"This Spell and Minions always Freeze Enemies","이 주문 및 소환수가 항상 동결 유발"
"This Spell and Minions always Poison on Hit","이 주문 및 소환수가 명중 시 항상 중독 유발"
"This Spell and Minions cannot inflict Elemental Ailments","이 주문 및 소환수가 원소 상태 이상 유발 불가"
"This Spell and Minions deal {0} to {1} added Fire Damage against Burning Enemies","이 주문 및 소환수가 화상 상태의 적에게 주는 화염 피해 {0}~{1} 추가"
"This Spell and Minions deal {0}% increased Damage while Leeching Energy Shield","에너지 보호막을 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 증가"
"This Spell and Minions deal {0}% increased Damage while Leeching Life","생명력을 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 증가"
"This Spell and Minions deal {0}% increased Damage while Leeching Mana","마나를 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 증가"
"This Spell and Minions deal {0}% increased Damage with Hits against Enemies that are on Low Life","이 주문 및 소환수가 낮은 생명력 상태의 적 명중 시 주는 피해 {0}% 증가"
"This Spell and Minions deal {0}% increased Damage with Hits and Ailments per Curse on Enemy","적에게 걸린 저주 하나당 이 주문 및 소환수가 주는 명중 피해 및 상태 이상 피해 {0}% 증가"
"This Spell and Minions deal {0}% increased Damage with Hits and Ailments per Freeze, Shock or Ignite on Enemy","적에게 유발된 동결, 감전 또는 점화 하나당 이 주문 및 소환수가 주는 명중 피해 및 상태 이상 피해 {0}% 증가"
"This Spell and Minions deal {0}% less Damage while Leeching Energy Shield","에너지 보호막을 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 감폭"
"This Spell and Minions deal {0}% less Damage while on Full Energy Shield","에너지 보호막이 최대일 때 이 주문 및 소환수가 주는 피해 {0}% 감폭"
"This Spell and Minions deal {0}% less Damage with Ailments","이 주문 및 소환수가 주는 상태 이상 피해 {0}% 감폭"
"This Spell and Minions deal {0}% less Damage with Hits and Ailments against Chilled Enemies","이 주문 및 소환수가 냉각된 적에게 주는 명중 및 상태 이상 피해 {0}% 감폭"
"This Spell and Minions deal {0}% less Damage","이 주문 및 소환수가 주는 피해 {0}% 감폭"
"This Spell and Minions deal {0}% more Damage while Leeching Energy Shield","에너지 보호막을 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 증폭"
"This Spell and Minions deal {0}% more Damage while on Full Energy Shield","에너지 보호막이 최대일 때 이 주문 및 소환수가 주는 피해 {0}% 증폭"
"This Spell and Minions deal {0}% more Damage with Ailments","이 주문 및 소환수가 주는 상태 이상 피해 {0}% 증폭"
"This Spell and Minions deal {0}% more Damage with Hits and Ailments against Chilled Enemies","이 주문 및 소환수가 냉각된 적에게 주는 명중 및 상태 이상 피해 {0}% 증폭"
"This Spell and Minions deal {0}% more Damage","이 주문 및 소환수가 주는 피해 {0}% 증폭"
"This Spell and Minions deal {0}% reduced Damage while Leeching Energy Shield","에너지 보호막을 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 감소"
"This Spell and Minions deal {0}% reduced Damage while Leeching Life","생명력을 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 감소"
"This Spell and Minions deal {0}% reduced Damage while Leeching Mana","마나를 흡수하는 동안 이 주문 및 소환수가 주는 피해 {0}% 감소"
"This Spell and Minions deal {0}% reduced Damage with Hits and Ailments  per Freeze, Shock or Ignite on Enemy","적에게 유발된 동결, 감전 또는 점화 하나당 이 주문 및 소환수가 주는 명중 피해 및 상태 이상 피해 {0}% 감소"
"This Spell and Minions deal {0}% reduced Damage with Hits and Ailments per Curse on Enemy","적에게 걸린 저주 하나당 이 주문 및 소환수가 주는 명중 피해 및 상태 이상 피해 {0}% 감소"
"This Spell and Minions gain Cruelty on Hit","이 주문 및 소환수가 명중 시 잔혹 획득"
"This Spell and Minions gain a Power Charge on Critical Strike","이 주문 및 소환수가 치명타 명중 시 권능 충전 획득"
"This Spell and Minions have an additional {0}% chance to Knock Enemies Back on Hit","이 주문 및 소환수가 명중 시 적을 밀어낼 확률 {0}% 추가"
"This Spell and Minions have {0} to Radius of their Burning Effect","이 주문 및 소환수의 화상 효과 범위 {0} 적용"
"This Spell and Minions have {0}% chance to Blind on Hit","이 주문 및 소환수가 명중 시 {0}%의 확률로 실명 유발"
"This Spell and Minions have {0}% chance to Freeze Enemies which are Chilled","이 주문 및 소환수가 {0}%의 확률로 냉각된 적 동결 유발"
"This Spell and Minions have {0}% chance to Freeze enemies","이 주문 및 소환수가 {0}%의 확률로 적 동결 유발"
"This Spell and Minions have {0}% chance to Ignite enemies","이 주문 및 소환수가 {0}%의 확률로 적 점화 유발"
"This Spell and Minions have {0}% chance to Knock Enemies Back with Hits at Close Range","이 주문 및 소환수가 근거리에서 명중 시 {0}%의 확률로 적을 밀어냄"
"This Spell and Minions have {0}% chance to Poison on Hit","이 주문 및 소환수가 명중 시 {0}%의 확률로 적 중독 유발"
"This Spell and Minions have {0}% chance to Shock enemies","이 주문 및 소환수가 {0}%의 확률로 적 감전 유발"
