
"Abandoned Abode","버려진 거처"
"Gale Waste","강풍의 황무지"
"Gale Watch","강풍의 감시"
"Gale Watcher","강풍의 감시자"
"Gale Weaver","강풍의 직공"
"Gale Whorl","강풍의 나사선"
"Gale Wind","강풍의 바람"
"Gale Wing","강풍의 부속 건물"
"Gale Wisdom","강풍의 지혜"
"Gale Wish","강풍의 소망"
"Gale Wound","강풍의 상처"
"Gale Wrap","강풍의 겉옷"
"Gale Wreck","강풍의 붕괴"
"Gale Writ","강풍의 영장"
"Gale Ziggurat","강풍의 지구라트"
"Gale Zone","강풍의 지역"
"Ghastly Abode","무시무시한 거처"
"Ghastly Abyss","무시무시한 심연"
"Ghastly Aegis","무시무시한 비호"
"Ghastly Angler","무시무시한 낚시꾼"
"Ghastly Anthem","무시무시한 찬가"
"Ghastly Apex","무시무시한 정점"
"Ghastly Apparatus","무시무시한 기구"
"Ghastly Arbiter","무시무시한 중재자"
"Ghastly Arch","무시무시한 활"
"Ghastly Arrow","무시무시한 화살"
"Ghastly Artifice","무시무시한 책략"
"Ghastly Badge","무시무시한 배지"
"Ghastly Bait","무시무시한 미끼"
"Ghastly Ballad","무시무시한 담시"
"Ghastly Band","무시무시한 띠"
"Ghastly Bane","무시무시한 파멸"
"Ghastly Barb","무시무시한 가시"
"Ghastly Barrage","무시무시한 연발 사격"
"Ghastly Barrier","무시무시한 방어막"
"Ghastly Bastion","무시무시한 보루"
"Ghastly Batter","무시무시한 구타"
"Ghastly Bauble","무시무시한 방울"
"Ghastly Bead","무시무시한 구슬"
"Ghastly Beads","무시무시한 구슬"
"Ghastly Beak","무시무시한 부리"
"Ghastly Beam","무시무시한 광선"
"Ghastly Bid","무시무시한 노력"
"Ghastly Bind","무시무시한 묶음"
"Ghastly Bite","무시무시한 이빨"
"Ghastly Blast","무시무시한 폭발"
"Ghastly Bliss","무시무시한 지복"
"Ghastly Blood","무시무시한 피의"
"Ghastly Bloom","무시무시한 꽃"
"Ghastly Blow","무시무시한 일격"
"Ghastly Blunt","무시무시한 둔기"
"Ghastly Bolt","무시무시한 화살"
"Ghastly Bond","무시무시한 유대"
"Ghastly Braid","무시무시한 끈"
"Ghastly Branch","무시무시한 나뭇가지"
"Ghastly Brand","무시무시한 낙인"
"Ghastly Breach","무시무시한 균열"
"Ghastly Breaker","무시무시한 분쇄기"
"Ghastly Breath","무시무시한 숨결"
"Ghastly Breeze","무시무시한 바람"
"Ghastly Brow","무시무시한 이마"
"Ghastly Buckle","무시무시한 버클"
"Ghastly Bulwark","무시무시한 방벽"
"Ghastly Burst","무시무시한 격발"
"Ghastly Butcher","무시무시한 도살자"
"Ghastly Cage","무시무시한 창살"
"Ghastly Caldera","무시무시한 칼데라"
"Ghastly Call","무시무시한 소환"
"Ghastly Campaign","무시무시한 작전"
"Ghastly Carapace","무시무시한 등딱지"
"Ghastly Caress","무시무시한 손길"
"Ghastly Cast","무시무시한 던지기"
"Ghastly Challenge","무시무시한 도전"
"Ghastly Chambers","무시무시한 방"
"Ghastly Chant","무시무시한 노래"
"Ghastly Charm","무시무시한 부적"
"Ghastly Choker","무시무시한 목줄"
"Ghastly Chum","무시무시한 밑밥"
"Ghastly Circle","무시무시한 고리"
"Ghastly Clasp","무시무시한 걸쇠"
"Ghastly Claw","무시무시한 클로"
"Ghastly Cloak","무시무시한 망토"
"Ghastly Clutches","무시무시한 손아귀"
"Ghastly Coat","무시무시한 외투"
"Ghastly Coffers","무시무시한 궤짝"
"Ghastly Coil","무시무시한 감개"
"Ghastly Collar","무시무시한 목걸이"
"Ghastly Colony","무시무시한 식민지"
"Ghastly Construct","무시무시한 구조물"
"Ghastly Contraption","무시무시한 고안품"
"Ghastly Cord","무시무시한 줄"
"Ghastly Core","무시무시한 중심부"
"Ghastly Corona","무시무시한 광환"
"Ghastly Court","무시무시한 법정"
"Ghastly Covenant","무시무시한 계약"
"Ghastly Cover","무시무시한 덮개"
"Ghastly Cowl","무시무시한 고깔"
"Ghastly Crack","무시무시한 균열"
"Ghastly Cradle","무시무시한 받침대"
"Ghastly Crag","무시무시한 바위"
"Ghastly Cramp","무시무시한 경련"
"Ghastly Crate","무시무시한 나무상자"
"Ghastly Creed","무시무시한 신념"
"Ghastly Crest","무시무시한 문양"
"Ghastly Crown","무시무시한 왕관"
"Ghastly Crusher","무시무시한 타쇄자"
"Ghastly Cry","무시무시한 함성"
"Ghastly Curio","무시무시한 골동품"
"Ghastly Curtain","무시무시한 장막"
"Ghastly Cut","무시무시한 조각"
"Ghastly Dart","무시무시한 화살침"
"Ghastly Dash","무시무시한 질주"
"Ghastly Deed","무시무시한 증서"
"Ghastly Delirium","무시무시한 섬망"
"Ghastly Depths","무시무시한 심연"
"Ghastly Desire","무시무시한 갈망"
"Ghastly Device","무시무시한 장치"
"Ghastly Dew","무시무시한 이슬"
"Ghastly Disguise","무시무시한 위장"
"Ghastly Dome","무시무시한 돔"
"Ghastly Dream","무시무시한 꿈"
"Ghastly Dregs","무시무시한 찌꺼기"
"Ghastly Drop","무시무시한 방울"
"Ghastly Duty","무시무시한 의무"
"Ghastly Dwelling","무시무시한 거주지"
"Ghastly Edge","무시무시한 칼날"
"Ghastly Ember","무시무시한 잉걸불"
"Ghastly Emblem","무시무시한 상징"
"Ghastly Enterprise","무시무시한 사업"
"Ghastly Equipment","무시무시한 장착품"
"Ghastly Essence","무시무시한 에센스"
"Ghastly Etcher","무시무시한 부각사"
"Ghastly Excavation","무시무시한 발굴터"
"Ghastly Excursion","무시무시한 기행"
"Ghastly Expedition","무시무시한 탐험"
"Ghastly Exploration","무시무시한 원정"
"Ghastly Eye","무시무시한 눈"
"Ghastly Fang","무시무시한 송곳니"
"Ghastly Fend","무시무시한 방어"
"Ghastly Fetish","무시무시한 숭배물"
"Ghastly Finger","무시무시한 손가락"
"Ghastly Fingers","무시무시한 손가락"
"Ghastly Firestorm","무시무시한 화염 폭풍"
"Ghastly Fish","무시무시한 물고기"
"Ghastly Fist","무시무시한 주먹"
"Ghastly Flame","무시무시한 화염"
"Ghastly Fletch","무시무시한 화살깃"
"Ghastly Flight","무시무시한 비행"
"Ghastly Folktale","무시무시한 설화"
"Ghastly Frontier","무시무시한 개척지"
"Ghastly Gaze","무시무시한 응시"
"Ghastly Gear","무시무시한 장비"
"Ghastly Gill","무시무시한 아가미"
"Ghastly Girdle","무시무시한 허리띠"
"Ghastly Glance","무시무시한 곁눈질"
"Ghastly Glare","무시무시한 섬광"
"Ghastly Glimmer","무시무시한 미광"
"Ghastly Glisten","무시무시한 반짝임"
"Ghastly Globe","무시무시한 구체"
"Ghastly Gnarl","무시무시한 마디"
"Ghastly Gnash","무시무시한 악문 이빨"
"Ghastly Goad","무시무시한 몰이 막대"
"Ghastly Gorget","무시무시한 목가리개"
"Ghastly Grasp","무시무시한 장악"
"Ghastly Grinder","무시무시한 갈이개"
"Ghastly Grip","무시무시한 손아귀"
"Ghastly Guard","무시무시한 수호"
"Ghastly Guardian","무시무시한 가디언"
"Ghastly Guide","무시무시한 안내"
"Ghastly Gutter","무시무시한 시궁창"
"Ghastly Gyre","무시무시한 선회"
"Ghastly Hail","무시무시한 칭송"
"Ghastly Halo","무시무시한 후광"
"Ghastly Hand","무시무시한 손"
"Ghastly Harness","무시무시한 고삐"
"Ghastly Haven","무시무시한 안식처"
"Ghastly Heart","무시무시한 심장"
"Ghastly Hide","무시무시한 가죽"
"Ghastly Hold","무시무시한 유지"
"Ghastly Hoof","무시무시한 발굽"
"Ghastly Hope","무시무시한 희망"
"Ghastly Horn","무시무시한 뿔"
"Ghastly Hunger","무시무시한 갈망"
"Ghastly Ichor","무시무시한 영액"
"Ghastly Idol","무시무시한 우상"
"Ghastly Impaler","무시무시한 꼬챙이"
"Ghastly Implement","무시무시한 기물"
"Ghastly Incitement","무시무시한 조장"
"Ghastly Inferno","무시무시한 지옥불"
"Ghastly Inscription","무시무시한 명문"
"Ghastly Instigation","무시무시한 교사"
"Ghastly Instrument","무시무시한 계기"
"Ghastly Invitation","무시무시한 초대"
"Ghastly Invocation","무시무시한 기원"
"Ghastly Iridescence","무시무시한 무지개 빛깔"
"Ghastly Jack","무시무시한 상인"
"Ghastly Jig","무시무시한 지그"
"Ghastly Journey","무시무시한 여정"
"Ghastly Joy","무시무시한 기쁨"
"Ghastly Keep","무시무시한 감옥"
"Ghastly Keeper","무시무시한 보관자"
"Ghastly Key","무시무시한 열쇠"
"Ghastly Kit","무시무시한 공구"
"Ghastly Knell","무시무시한 전조"
"Ghastly Knot","무시무시한 매듭"
"Ghastly Knuckle","무시무시한 관절"
"Ghastly Lahar","무시무시한 화산이류"
"Ghastly Lands","무시무시한 땅"
"Ghastly Lash","무시무시한 채찍"
"Ghastly League","무시무시한 리그"
"Ghastly Leash","무시무시한 가죽끈"
"Ghastly Leer","무시무시한 시선"
"Ghastly Lens","무시무시한 시점"
"Ghastly Line","무시무시한 낚싯줄"
"Ghastly Liturgy","무시무시한 기도문"
"Ghastly Lock","무시무시한 자물쇠"
"Ghastly Locket","무시무시한 갑 목걸이"
"Ghastly Loop","무시무시한 고리"
"Ghastly Lure","무시무시한 루어"
"Ghastly Machine","무시무시한 장치"
"Ghastly Magma","무시무시한 마그마"
"Ghastly Mandate","무시무시한 통치"
"Ghastly Mangler","무시무시한 파괴자"
"Ghastly Manifesto","무시무시한 성명서"
"Ghastly Mantle","무시무시한 외투"
"Ghastly March","무시무시한 행진"
"Ghastly Mark","무시무시한 징표"
"Ghastly Mast","무시무시한 돛대"
"Ghastly Material","무시무시한 재료"
"Ghastly Medallion","무시무시한 메달리온"
"Ghastly Mission","무시무시한 임무"
"Ghastly Mitts","무시무시한 미트"
"Ghastly Myth","무시무시한 신화"
"Ghastly Nail","무시무시한 손톱"
"Ghastly Nails","무시무시한 손톱"
"Ghastly Needle","무시무시한 바늘"
"Ghastly Nexus","무시무시한 연결부"
"Ghastly Nock","무시무시한 활시위"
"Ghastly Noose","무시무시한 올가미"
"Ghastly Oath","무시무시한 서약"
"Ghastly Oculus","무시무시한 눈"
"Ghastly Offer","무시무시한 제안"
"Ghastly Orb","무시무시한 구체"
"Ghastly Orders","무시무시한 명령서"
"Ghastly Ornament","무시무시한 장신구"
"Ghastly Oubliette","무시무시한 지하 감옥"
"Ghastly Outpost","무시무시한 전초기지"
"Ghastly Pace","무시무시한 보조"
"Ghastly Pact","무시무시한 맹약"
"Ghastly Palm","무시무시한 손바닥"
"Ghastly Panorama","무시무시한 전경"
"Ghastly Passage","무시무시한 통로"
"Ghastly Pause","무시무시한 중지"
"Ghastly Paw","무시무시한 발"
"Ghastly Peak","무시무시한 앞챙"
"Ghastly Pelt","무시무시한 가죽모"
"Ghastly Pendant","무시무시한 펜던트"
"Ghastly Pile","무시무시한 더미"
"Ghastly Pillar","무시무시한 기둥"
"Ghastly Pit","무시무시한 구덩이"
"Ghastly Pith","무시무시한 핵심"
"Ghastly Pledge","무시무시한 선서"
"Ghastly Point","무시무시한 끝"
"Ghastly Pole","무시무시한 기둥"
"Ghastly Portent","무시무시한 전조"
"Ghastly Post","무시무시한 말뚝"
"Ghastly Precinct","무시무시한 구획"
"Ghastly Prism","무시무시한 분광기"
"Ghastly Provocation","무시무시한 촉발"
"Ghastly Quarters","무시무시한 구역"
"Ghastly Quest","무시무시한 도전"
"Ghastly Quill","무시무시한 화살"
"Ghastly Rain","무시무시한 비"
"Ghastly Ram","무시무시한 충격"
"Ghastly Razor","무시무시한 면도날"
"Ghastly Reach","무시무시한 역량"
"Ghastly Reaches","무시무시한 역량"
"Ghastly Refuge","무시무시한 피난처"
"Ghastly Refuse","무시무시한 거절"
"Ghastly Relic","무시무시한 유물"
"Ghastly Remains","무시무시한 유물"
"Ghastly Remnant","무시무시한 유물"
"Ghastly Rend","무시무시한 분리"
"Ghastly Rite","무시무시한 의례"
"Ghastly Road","무시무시한 길"
"Ghastly Roar","무시무시한 포효"
"Ghastly Rock","무시무시한 바위"
"Ghastly Rod","무시무시한 막대"
"Ghastly Rook","무시무시한 성"
"Ghastly Roost","무시무시한 보금자리"
"Ghastly Rosary","무시무시한 묵주"
"Ghastly Ruin","무시무시한 유적"
"Ghastly Rupture","무시무시한 파열"
"Ghastly Saga","무시무시한 영웅담"
"Ghastly Salvation","무시무시한 구원"
"Ghastly Sanctuary","무시무시한 성역"
"Ghastly Sanctum","무시무시한 지성소"
"Ghastly Saw","무시무시한 톱"
"Ghastly Scalpel","무시무시한 수술칼"
"Ghastly Scar","무시무시한 흉터"
"Ghastly Scarab","무시무시한 갑충석"
"Ghastly Scratch","무시무시한 찰과상"
"Ghastly Scripture","무시무시한 성서"
"Ghastly Scum","무시무시한 쓰레기"
"Ghastly Secrets","무시무시한 비밀"
"Ghastly Sector","무시무시한 영역"
"Ghastly Sentry","무시무시한 보초"
"Ghastly Sepulchre","무시무시한 매장소"
"Ghastly Sever","무시무시한 절단"
"Ghastly Shackle","무시무시한 족쇄"
"Ghastly Shadows","무시무시한 그림자"
"Ghastly Shard","무시무시한 파편"
"Ghastly Shatter","무시무시한 산산조각"
"Ghastly Shell","무시무시한 껍질"
"Ghastly Shelter","무시무시한 대피소"
"Ghastly Shine","무시무시한 광채"
"Ghastly Shot","무시무시한 사격"
"Ghastly Shroud","무시무시한 연막"
"Ghastly Siege","무시무시한 공성"
"Ghastly Sight","무시무시한 통찰력"
"Ghastly Sinker","무시무시한 봉돌"
"Ghastly Skewer","무시무시한 꼬챙이"
"Ghastly Skin","무시무시한 피부"
"Ghastly Slag","무시무시한 용재"
"Ghastly Slayer","무시무시한 슬레이어"
"Ghastly Slicer","무시무시한 썰기"
"Ghastly Slippers","무시무시한 슬리퍼"
"Ghastly Sliver","무시무시한 편린"
"Ghastly Smasher","무시무시한 파쇄기"
"Ghastly Snare","무시무시한 올가미"
"Ghastly Solace","무시무시한 위안"
"Ghastly Sole","무시무시한 밑창"
"Ghastly Solitude","무시무시한 고독"
"Ghastly Song","무시무시한 노래"
"Ghastly Span","무시무시한 발"
"Ghastly Spark","무시무시한불꽃"
"Ghastly Spawn","무시무시한 유충"
"Ghastly Spear","무시무시한 창"
"Ghastly Spell","무시무시한 주문"
"Ghastly Sphere","무시무시한 구"
"Ghastly Spike","무시무시한 가시"
"Ghastly Spiker","무시무시한 가시등"
"Ghastly Spiral","무시무시한 소용돌이"
"Ghastly Spire","무시무시한 첨탑"
"Ghastly Spires","무시무시한 첨탑"
"Ghastly Splinter","무시무시한 파편"
"Ghastly Splitter","무시무시한 스플리터"
"Ghastly Spur","무시무시한 박차"
"Ghastly Star","무시무시한 별"
"Ghastly Stare","무시무시한 눈초리"
"Ghastly Stinger","무시무시한 쐐기털"
"Ghastly Stone","무시무시한 돌"
"Ghastly Strap","무시무시한 혁대"
"Ghastly Stride","무시무시한 질주"
"Ghastly Strike","무시무시한 일격"
"Ghastly Suit","무시무시한 복장"
"Ghastly Summons","무시무시한 소환"
"Ghastly Sunder","무시무시한 작렬"
"Ghastly Tackle","무시무시한 낚시 도구"
"Ghastly Tale","무시무시한 이야기"
"Ghastly Talisman","무시무시한 부적"
"Ghastly Talons","무시무시한 발톱"
"Ghastly Territory","무시무시한 영토"
"Ghastly Testament","무시무시한 증거"
"Ghastly Tether","무시무시한 밧줄"
"Ghastly Thirst","무시무시한 갈증"
"Ghastly Thread","무시무시한 실타래"
"Ghastly Thresher","무시무시한 도리깨"
"Ghastly Thunder","무시무시한 천둥"
"Ghastly Tool","무시무시한 도구"
"Ghastly Torc","무시무시한 목걸이 사슬"
"Ghastly Touch","무시무시한 손길"
"Ghastly Tower","무시무시한 탑"
"Ghastly Track","무시무시한 통로"
"Ghastly Trail","무시무시한 발자취"
"Ghastly Trap","무시무시한 덫"
"Ghastly Tread","무시무시한 발걸음"
"Ghastly Trek","무시무시한 길"
"Ghastly Trinket","무시무시한 장신구"
"Ghastly Turn","무시무시한 선회"
"Ghastly Twine","무시무시한 꼬임"
"Ghastly Twirl","무시무시한 회전"
"Ghastly Undertaking","무시무시한 일"
"Ghastly Urge","무시무시한 열망"
"Ghastly Vault","무시무시한 금고"
"Ghastly Veil","무시무시한 장막"
"Ghastly Vessel","무시무시한 그릇"
"Ghastly View","무시무시한 관점"
"Ghastly Vine","무시무시한 덩굴"
"Ghastly Visage","무시무시한 얼굴"
"Ghastly Vise","무시무시한 조임쇠"
"Ghastly Vision","무시무시한 시각"
"Ghastly Visor","무시무시한 차양"
"Ghastly Volcano","무시무시한 화산"
"Ghastly Volley","무시무시한 사격 공세"
"Ghastly Vow","무시무시한 맹세"
"Ghastly Voyage","무시무시한 항해"
"Ghastly Ward","무시무시한 수호"
"Ghastly Warden","무시무시한 간수"
"Ghastly Waste","무시무시한 황무지"
"Ghastly Watch","무시무시한 감시"
"Ghastly Watcher","무시무시한 감시자"
"Ghastly Weaver","무시무시한 직공"
"Ghastly Whorl","무시무시한 나사선"
"Ghastly Wind","무시무시한 바람"
"Ghastly Wing","무시무시한 부속 건물"
"Ghastly Wisdom","무시무시한 지혜"
"Ghastly Wish","무시무시한 소망"
"Ghastly Wound","무시무시한 상처"
"Ghastly Wrap","무시무시한 겉옷"
"Ghastly Wreck","무시무시한 붕괴"
"Ghastly Writ","무시무시한 영장"
"Ghastly Ziggurat","무시무시한 지구라트"
"Ghastly Zone","무시무시한 지역"
"Ghost Abode","혼의 거처"
"Ghost Abyss","혼의 심연"
"Ghost Aegis","혼의 비호"
"Ghost Angler","혼의 낚시꾼"
"Ghost Anthem","혼의 찬가"
"Ghost Apex","혼의 정점"
"Ghost Apparatus","혼의 기구"
"Ghost Arbiter","혼의 중재자"
"Ghost Arch","혼의 활"
"Ghost Arrow","혼의 화살"
"Ghost Artifice","혼의 책략"
"Ghost Badge","혼의 배지"
"Ghost Bait","혼의 미끼"
"Ghost Ballad","혼의 담시"
"Ghost Band","혼의 띠"
"Ghost Bane","혼의 파멸"
"Ghost Barb","혼의 가시"
"Ghost Barrage","혼의 연발 사격"
"Ghost Barrier","혼의 방어막"
"Ghost Bastion","혼의 보루"
"Ghost Batter","혼의 구타"
"Ghost Bauble","혼의 방울"
"Ghost Bead","혼의 구슬"
"Ghost Beads","혼의 구슬"
"Ghost Beak","혼의 부리"
"Ghost Beam","혼의 광선"
"Ghost Bid","혼의 노력"
"Ghost Bind","혼의 묶음"
"Ghost Bite","혼의 이빨"
