原文(有{0}),翻譯
"Frost Blades Projectiles chain {0} additional times","冰霜之刃附加額外 {0} 次連鎖"
"Frost Bomb has {0} increased Cooldown Recovery Rate","霜寒爆的冷卻回復率增加 {0}"
"Frost Bomb has {0} increased Debuff Duration","【寒霜爆】技能會使減益效果的持續時間延長 {0}"
"Frost Bomb has {0} reduced Cooldown Recovery Rate","霜寒爆的冷卻回復率減少 {0}"
"Frost Bomb has {0} reduced Debuff Duration","【寒霜爆】技能會使減益效果的持續時間延長 {0}"
"Frost Bomb has {0}% increased Cooldown Recovery Rate","寒霜爆增加 {0}% 冷卻時間恢復速度"
"Frost Bomb has {0}% increased Debuff Duration","寒霜爆增加 {0}% 減益效果持續時間"
"Frost Bomb has {0}% reduced Cooldown Recovery Rate","寒霜爆減少 {0}% 冷卻時間恢復速度"
"Frost Bomb has {0}% reduced Debuff Duration","寒霜爆減少 {0}% 減益效果持續時間"
"Frost Shield has {0} Cooldown Use","寒霜護盾 {0} 冷卻使用次數"
"Frost SHield has {0} Cooldown Uses","寒霜護盾 {0} 冷卻使用次數"
"Frost Shield has {0} maximum Life per Stage","每層使寒霜護盾有 {0} 最大生命"
"Frost Shield has {0} to maximum Life per Stage","寒霜護盾每層 {0} 最大生命"
"Frost Shield Regenerates {0} of its Life per second","冰冷護盾每秒為自己再生 {0} 生命"
"Frost Shield Regenerates {0}% of its Life per second","寒霜護盾每秒回復 {0}% 自己的生命"
"Frost Wall has {0} increased Cooldown Recovery Rate","冰牆的冷卻回復率增加 {0}"
"Frost Wall has {0} reduced Cooldown Recovery Rate","冰牆的冷卻回復率減少 {0}"
"Frost Wall has {0}% increased Cooldown Recovery Rate","冰牆增加 {0}% 冷卻時間恢復速度"
"Frost Wall has {0}% reduced Cooldown Recovery Rate","冰牆減少 {0}% 冷卻時間恢復速度"
"Frostbite has {0} increased Mana Reservation if Cast as an Aura","以光環形式施放時，【凍傷】的魔力保留增加 {0}"
"Frostbite has {0} reduced Mana Reservation if Cast as an Aura","以光環形式施放時，【凍傷】的魔力保留減少 {0}"
"Frostbite has {0}% increased Mana Reservation","【凍傷】的魔力保留增加 {0}%"
"Frostbite has {0}% increased Mana Reservation if Cast as an Aura","若以光環施放凍傷，凍傷增加 {0}% 魔力保留"
"Frostbite has {0}% increased Reservation if Cast as an Aura","凍傷若以光環施放增加 {0}% 保留"
"Frostbite has {0}% reduced Mana Reservation","【凍傷】的魔力保留減少 {0}%"
"Frostbite has {0}% reduced Mana Reservation if Cast as an Aura","若以光環施放凍傷，凍傷減少 {0}% 魔力保留"
"Frostbite has {0}% reduced Reservation if Cast as an Aura","凍傷若以光環施放減少 {0}% 保留"
"Frostblink has {0} increased Cooldown Recovery Rate","冰冷閃現的冷卻回復速度增加 {0}"
"Frostblink has {0} increased Duration","【冰冷閃現】持續時間增加 {0}"
"Frostblink has {0} increased maximum travel distance","冰冷閃現的最大移動距離增加 {0}"
"Frostblink has {0} reduced Cooldown Recovery Rate","冰冷閃現的冷卻回復速度減少 {0}"
"Frostblink has {0} reduced Duration","【冰冷閃現】持續時間減少 {0}"
"Frostblink has {0} reduced maximum travel distance","冰冷閃現的最大移動距離減少 {0}"
"Frostblink has {0}% increased Cooldown Recovery Rate","霜漣之瞬增加 {0}% 冷卻時間恢復速度"
"Frostblink has {0}% increased Cooldown Recovery Speed","冰冷閃現的冷卻回復速度增加 {0}%"
"Frostblink has {0}% increased Duration","霜漣之瞬增加 {0}% 持續時間"
"Frostblink has {0}% increased maximum travel distance","霜漣之瞬增加 {0}% 最大移動距離"
"Frostblink has {0}% reduced Cooldown Recovery Rate","霜漣之瞬減少 {0}% 冷卻時間恢復速度"
"Frostblink has {0}% reduced Cooldown Recovery Speed","冰冷閃現的冷卻回復速度減少 {0}%"
"Frostblink has {0}% reduced Duration","霜漣之瞬減少 {0}% 持續時間"
"Frostblink has {0}% reduced maximum travel distance","霜漣之瞬減少 {0}% 最大移動距離"
"Frostbolt fires {0} additional Projectiles","寒冰彈額外發射 {0} 枚投射物"
"Frostbolt has {0} chance to Freeze","【寒冰彈】有 {0} 的機率冰凍"
"Frostbolt has {0}% chance to Freeze","寒冰彈冰凍機率 {0}%"
"Frostbolt Projectiles gain {0} increased Projectile Speed per second","【寒冰彈】每秒可使投射物速度增加 {0}"
"Frostbolt Projectiles gain {0} reduced Projectile Speed per second","【寒冰彈】每秒可使投射物速度減少 {0}"
"Frostbolt Projectiles gain {0}% increased Projectile Speed per second","寒冰彈每秒增加 {0}% 投射物速度"
"Frostbolt Projectiles gain {0}% reduced Projectile Speed per second","寒冰彈每秒減少 {0}% 投射物速度"
"Gain {0} Armour per Grand Spectrum","每 1 個巨光譜增加 {0} 護甲"
"Gain {0} chance to deal Double Damage for {1} seconds when you cast a Spell, up to once every {2} seconds","你施放時，有 {0} 的機率造成雙倍傷害，持續 {1} 秒，每 {2} 秒只能觸發一次"
"Gain {0} Charge when you are Hit by an Enemy","當你被敵人擊中時獲得 {0} 充能"
"Gain {0} Charges when you are Hit by an Enemy","當你被敵人擊中時獲得 {0} 充能"
"Gain {0} Endurance Charge every second if you've been Hit Recently","若你近期被擊中，每秒獲得 {0} 顆耐力球"
"Gain {0} Endurance Charge every second if you've used a Warcry Recently","若近期你有使用戰吼，每秒獲得 {0} 顆耐力球"
"Gain {0} Endurance Charge on use","使用時獲得 {0} 顆耐力球"
"Gain {0} Endurance Charge per {1} Power, minimum {2} Charge","每 {1} 點威力值獲得 {0} 個耐力球，最少 {2} 個"
"Gain {0} Endurance Charge per Second during Flask Effect","藥劑效果持續時間內每秒獲得 {0} 顆耐力球"
"Gain {0} Endurance Charges every {1} seconds while Stationary","站立時，每 {1} 秒獲得 {0} 顆耐力球"
"Gain {0} Endurance Charges every second if you've been Hit Recently","若你近期被擊中，每秒獲得 {0} 顆耐力球"
"Gain {0} Endurance Charges every second if you've used a Warcry Recently","若近期你有使用戰吼，每秒獲得 {0} 顆耐力球"
"Gain {0} Endurance Charges on use","使用時獲得 {0} 顆耐力球"
"Gain {0} Endurance, Frenzy or Power Charges every {1} seconds","每 {1} 秒獲得 {0} 顆耐力、狂怒或暴擊球"
"Gain {0} Energy Shield for each Enemy you Hit which is affected by a Spider's Web","你每次擊中被蛛網纏繞的敵人獲得 {0} 能量護盾"
"Gain {0} Energy Shield per corpse Consumed","每個屍體被消耗時獲得 {0} 能量護盾"
"Gain {0} Fanatic Charge every second if you've Attacked in the past second","若你在過去 1 秒前有攻擊，每秒獲得 {0} 顆狂熱球"
"Gain {0} Fanatic Charges every second if you've Attacked the past second","若你在過去 1 秒前有攻擊，每秒獲得 {0} 顆狂熱球"
"Gain {0} Flask Charges per empty Flask Slot every {1} seconds","每 {1} 秒每個空藥劑欄位獲得 {0} 藥劑充能"
"Gain {0} Flask Charges when you deal a Critical Strike","暴擊時獲得 {0} 點藥劑充能"
"Gain {0} Fragile Regrowth each second","每秒獲得 {0} 脆弱生長"
"Gain {0} Frenzy Charge on use","使用時獲得 {0} 顆狂怒球"
"Gain {0} Frenzy Charges after Spending a total of {1} Mana","消耗總 {1} 魔力後獲得 {0} 顆狂怒球"
"Gain {0} Frenzy Charges on use","使用時獲得 {0} 顆狂怒球"
"Gain {0} Gale Force when you use a Skill","當你使用技能時獲得 {0} 颶風之力"
"Gain {0} Grasping Vines each second while stationary","站立時，每秒獲得 {0} 層緩速藤蔓"
"Gain {0} increased Area of Effect for {1} seconds","效果區域擴大 {0}，持續 {1} 秒"
"Gain {0} increased Area of Effect for {1} seconds after Spending a total of {2} Mana","消耗總計 {2} 點魔力後，效果區域擴大 {0}，持續 {1} 秒"
"Gain {0} increased Armour per {1} Power for {2} seconds when you Warcry, up to a maximum of {3}","你使用戰吼時，每 {1} 點威力值使護甲在 {2} 秒內增加 {0}，最大 {3}"
"Gain {0} increased Attack and Cast Speed for {1} seconds when you Attack, up to once every {2} seconds","你攻擊時，攻擊和施放速度增加 {0}，持續 {1} 秒，每 {2} 秒只能觸發一次"
"Gain {0} increased Attack Speed for {1} seconds when you Kill a Rare or Unique Enemy","擊敗稀有或者傳奇敵人使攻擊速度增加 {0}，持續 {1} 秒"
"Gain {0} increased Elemental Damage for {1} seconds","元素傷害增加 {0}，持續 {1} 秒"
"Gain {0} increased Movement Speed for {1} seconds when you Kill an Enemy","擊敗敵人使移動速度增加 {0}，持續 {1} 秒"
"Gain {0} Life on Culling Strike","撲殺時獲得 {0} 生命"
"Gain {0} Life per corpse Consumed","每個屍體被消耗時獲得 {0} 生命"
"Gain {0} Life when you Hit a Bleeding Enemy","擊中流血中的敵人時回復 {0} 生命"
"Gain {0} Life when you lose an Endurance Charge","當你失去 1 顆耐力球時回復 {0} 生命"
"Gain {0} Life when you Stun an Enemy","暈眩敵人時獲得 {0} 生命"
"Gain {0} Life when you Taunt an Enemy","嘲諷每個敵人回復 {0} 生命"
"Gain {0} Mana on Culling Strike","撲殺時獲得 {0} 魔力"
"Gain {0} Mana per corpse Consumed","每個屍體被消耗時獲得 {0} 魔力"
"Gain {0} Mana per Enemy Hit by Attacks if you've used a Mana Flask in the past {1} seconds","若過去 {1} 秒你有使用魔力藥劑，每次敵人攻擊擊中獲得 {0} 魔力"
"Gain {0} Mana per Grand Spectrum","每 1 個巨光譜增加 {0} 魔力"
"Gain {0} Mana when you hit a Taunted Enemy","擊中受到嘲諷的敵人時回復 {0} 魔力"
"Gain {0} of Cold Damage as Extra Chaos Damage","獲得額外混沌傷害， 其數值等同於冰冷傷害的 {0}"
"Gain {0} of Cold Damage as Extra Chaos Damage per Frenzy Charge","每有一個狂怒球則獲得額外混沌傷害， 其數值等同於冰冷傷害的 {0}"
"Gain {0} of Cold Damage as Extra Fire Damage","獲得額外火焰傷害， 其數值等同於冰冷傷害的 {0}"
"Gain {0} of Elemental Damage as Extra Chaos Damage","獲得額外混沌傷害，其數值等同於元素傷害的 {0}"
"Gain {0} of Elemental Damage as Extra Chaos Damage during effect","藥劑持續期間，獲得額外混沌傷害，其數值等同於 {0} 元素傷害"
"Gain {0} of Elemental Damage as Extra Chaos Damage per Shaper Item Equipped","每裝備一個【塑界者物品】，獲得額外混沌傷害，等同於元素傷害的 {0}"
"Gain {0} of Fire Damage as Extra Chaos Damage","獲得額外混沌傷害， 其數值等同於火焰傷害的 {0}"
"Gain {0} of Fire Damage as Extra Chaos Damage per Endurance Charge","每有一個耐力球則獲得額外混沌傷害， 其數值等同於火焰傷害的 {0}"
"Gain {0} of Lightning Damage as Extra Chaos Damage","獲得額外混沌傷害， 其數值等同於閃電傷害的 {0}"
"Gain {0} of Lightning Damage as Extra Chaos Damage per Power Charge","每有一個暴擊球則獲得額外混沌傷害， 其數值等同於閃電傷害的 {0}"
"Gain {0} of Lightning Damage as Extra Cold Damage","獲得額外冰冷傷害， 其數值等同於閃電傷害的 {0}"
"Gain {0} of Lightning Damage as Extra Cold Damage against Chilled Enemies","對抗被【冰緩】的敵人時，獲得等同於 {0} 閃電傷害的額外冰冷傷害"
"Gain {0} of Lightning Damage as Extra Fire Damage","獲得額外火焰傷害， 其數值等同於閃電傷害的 {0}"
"Gain {0} of Maximum Life as Extra Armour","獲得等同 {0} 最大生命的額外護甲"
"Gain {0} of Maximum Life as Extra Maximum Energy Shield","獲得等同 {0} 最大生命的額外能量護盾"
"Gain {0} of Maximum Mana as Extra Maximum Energy Shield","獲得等同 {0} 魔力的額外能量護盾"
"Gain {0} of Maximum Mana as Extra Maximum Energy Shield while affected by Clarity","受到【清晰】影響時，獲得等同最大魔力 {0} 的額外最大能量護盾"
"Gain {0} of Maximum Mana as Extra Maximum Energy Shield while you have at least {1} Devotion","至少有 {1} 點奉獻時，獲得等同 {0} 最大魔力的額外最大能量護盾"
"Gain {0} of Non-Chaos Damage as extra Chaos Damage","獲得額外混沌傷害，其數值等同於非混沌傷害的 {0}"
"Gain {0} of Non-Chaos Damage as extra Chaos Damage per Siphoning Charge","每有 1 個輪回球，便獲得額外混沌傷害，其數值等同於非混沌傷害的 {0}"
"Gain {0} of Physical Attack Damage as Extra Cold Damage","獲得額外冰冷傷害， 其數值等同於物理攻擊傷害的 {0}"
"Gain {0} of Physical Attack Damage as Extra Fire Damage","獲得等同 {0} 物理攻擊傷害的火焰傷害"
"Gain {0} of Physical Attack Damage as Extra Lightning Damage","獲得等同 {0} 物理攻擊傷害的閃電傷害"
"Gain {0} of Physical Damage as Extra Chaos Damage","獲得額外混沌傷害，其數值等同於物理傷害的 {0}"
"Gain {0} of Physical Damage as Extra Chaos Damage against Poisoned Enemies","對中毒敵人時，獲得額外混沌傷害，其數值等同於物理傷害的 {0}"
"Gain {0} of Physical Damage as Extra Chaos Damage during effect","藥劑持續期間，獲得額外混沌傷害，其數值等同於 {0} 物理傷害"
"Gain {0} of Physical Damage as Extra Chaos Damage per Elder Item Equipped","每裝備一個尊師之物，就將物理傷害的 {0} 視為額外混沌傷害"
"Gain {0} of Physical Damage as Extra Chaos Damage while at maximum Power Charges","當暴擊球達到上限時，獲得等同 {0} 物理傷害的混沌傷害"
"Gain {0} of Physical Damage as Extra Cold Damage","獲得額外冰冷傷害， 其數值等同於物理傷害的 {0}"
"Gain {0} of Physical Damage as Extra Cold Damage during effect","藥劑持續期間，獲得等同 {0} 物理傷害的冰冷傷害"
"Gain {0} of Physical Damage as Extra Damage of a random Element","獲得等同 {0} 物理傷害的 1 個隨機元素傷害"
"Gain {0} of Physical Damage as Extra Damage of a random Element while you are Ignited","你被點燃時，將物理傷害的 {0} 視為一種隨機元素額外傷害"
"Gain {0} of Physical Damage as Extra Fire Damage","獲得額外火焰傷害， 其數值等同於物理傷害的 {0}"
"Gain {0} of Physical Damage as Extra Fire Damage if you or your Totems have Killed Recently","若你近期內或你的圖騰有擊敗敵人，則獲得等同 {0} 物理傷害的額外火焰傷害"
"Gain {0} of Physical Damage as Extra Fire Damage if you've dealt a Critical Strike Recently","若你近期內打出過暴擊，則獲得物理傷害 {0} 的額外火焰傷害"
"Gain {0} of Physical Damage as Extra Fire Damage if you've Killed Recently","若你近期內有擊敗敵人，則獲得等同 {0} 物理傷害的額外火焰傷害"
"Gain {0} of Physical Damage as Extra Fire Damage per {1} Rage","每 {1} 點怒火都獲得額外火焰傷害， 其數值等同於物理傷害的 {0}"
"Gain {0} of Physical Damage as Extra Fire Damage while affected by Anger","受到【憤怒】影響時，獲得物理傷害 {0} 的額外火焰傷害"
