add,翻譯
Melee and Melee Weapon Type modifiers in Radius are Transformed to Bow Modifiers,範圍內近戰和近戰武器加成轉換成弓類武器加成
Melee Area of Effect and Damage,近戰範圍效果和傷害
Melee Attack Speed,近戰攻擊速度
Melee Attacks cause Bleeding,近戰攻擊造成流血效果
Melee Attacks Poison on Hit,近戰攻擊命中造成中毒
Melee Avoid Ch.:,避免近戰傷害機率:
Melee Ch.:,近戰免傷機率:
Melee Critical Mastery,近戰暴擊專精
Melee Critical Strike Chance,近戰暴擊率
Melee Critical Strike Multiplier,近戰暴擊加成
Melee Critical Strikes cause Bleeding,近戰暴擊造成流血效果
Melee Critical Strikes Poison the Enemy,近戰暴擊使敵人中毒
Melee Damage,近戰傷害
Melee Damage and Life,近戰傷害和生命
Melee Damage and Splash Area of Effect,近戰傷害和擴散範圍效果
Melee Damage and Strength,近戰傷害與力量
Melee Damage and Strike Range,近戰傷害和打擊範圍
Melee Damage while Fortified,護體時近戰傷害
Melee distance to enemy:,近戰技能到敵人的距離:
Melee Evade Chance,近戰閃避機率
Melee Evade Chance:,近戰閃避機率:
Melee hit,近戰擊中
Melee Hit,近戰擊中
Melee Hits Fortify,近戰擊中護體
Melee Hits Fortify at Close Range,近距離近戰擊中護體
Melee Hits from Supported Skills Fortify,來自被輔助技能的近戰擊中護體
Melee Hits from this Attack and Minions Fortify,來自此攻擊和召喚物的近戰擊中護體
Melee Hits have 50% chance to Fortify,近戰擊中有 50% 機率護體
Melee Hits which Stun Fortify,近戰擊中造成暈眩護體
Melee Physical Damage,近戰物理傷害輔助
Melee Skills have 10% increased Area of Effect,近戰技能增加 10% 範圍效果
Melee Skills have 12% increased Area of Effect,近戰技能增加 12% 範圍效果
Melee Skills have 20% increased Area of Effect,近戰技能增加 20% 範圍效果
Melee Skills have 5% increased Area of Effect,近戰技能增加 5% 範圍效果
Melee Splash,近戰傷害擴散輔助
Melee Strike Skills deal Splash Damage to surrounding targets,近戰打擊技能對目標附近造成擴散傷害
Memories at this location do not collapse,此地區的記憶不會崩塌
Memories placed on this location are unaffected by Global Mods,放置於此地區的記憶不受全域詞綴影響
Memories placed on this location can be run an additional time before Decaying,放置於此地區的記憶在腐敗前可以進行額外 1 次
Memory Vault,回憶寶庫
Mender's Wellspring,治癒湧泉
Mental Rapidity,精神迅捷
Mercenary's Lot,僱用兵之命
Merciless,無情
Merciless Labyrinth,無情帝王迷宮
Merciless Skewering,無情串燒
Mercury Footprints,水銀爪印
Merveil's Attendant,莫薇兒的侍女
Merveil's Blessed,莫薇兒的寵愛
Merveil's Chosen,海妖愛女
Merveil's Retainer,海妖之僕
Mesh Boots,網眼長靴
Mesh Gloves,網眼手套
Metamorph Boss Organs found in Areas construct more difficult Metamorph Bosses,區域中鍊魔頭目掉落的器官構成更困難的練魔頭目
Metamorph Bosses which drop an Itemised Sample drop an additional Itemised Sample,掉落【整理的樣本】的災變首領會掉落一個額外的【整理的樣本】
Method to the Madness,瘋狂配方
MH Accuracy:,命中(主手):
MH Att. per second:,每秒攻擊(主手):
MH Average Hit:,平均擊中(主手):
MH Chance to Hit:,擊中機率(主手):
MH Crit Chance:,暴擊率(主手):
MH Crit Effect Mod:,有效暴傷(主手):
MH Crit Multiplier:,暴擊傷害(主手):
MH DMG Mod.:,傷害詞綴(主手):
MH Eff. DPS Mod:,有效秒傷詞綴(主手):
MH Hit Damage:,平均傷害(主手):
MH Impale Chance:,穿刺機率(主手):
MH Inc. Att. Speed:,增加攻速(主手):
MH Inc. Crit Chance:,增加暴擊率(主手):
MH K.B. Chance:,擊退機率(主手):
MH K.B. Dist.:,擊退距離(主手):
MH More Att. Speed:,更多攻速(主手):
MH Source Chaos:,混沌來源(主手)
MH Source Cold:,冰冷來源(主手):
MH Source Fire:,火焰來源(主手):
MH Source Lightning:,閃電來源(主手):
MH Source Physical:,物理來源(主手):
MH Stored Damage:,存儲傷害(主手):
MH Stun Duration:,暈眩時間(主手):
MH Stun Threshold:,暈眩門檻(主手):
MH Total Increased:,總計增加(主手):
MH Total More:,總計更多(主手):
Micro-Distillery Belt,微釀腰帶
Mid tier: 31-35%,中階: 31-35%
Mid tier: 5-8%,中階: 5-8%
Midnight Bargain,冥約
Midnight Blade,夜語長劍
Might,堅強力量
Might and Influence,強權之勢
Might in All Forms,卓絕之力
Might of the Meek,儒子可教
Mightflay,力量獵刃
Militant Faith,激進的信仰
Militarism,軍國主義
Military Staff,軍用長杖
Mind,心靈
Mind Cage,靈能之籠
Mind Drinker,汲靈術
Mind of the Council,議會之心
Mind Over Matter,心靈昇華
Mind over Matter:,心靈升華:
Mindfulness,謹慎
Mindless Aggression,無意識侵略
Mindspiral,靈漩
Mine,地雷
Mine and Trap Mastery,地雷和陷阱專精
Mine Area of Effect,地雷範圍效果
Mine Aura Radius:,地雷光環範圍:
Mine Critical Strike Chance,地雷爆擊率
Mine Critical Strike Chance and Multiplier,地雷爆擊率和加成
Mine Critical Strike Multiplier,地雷爆擊加成
Mine Damage,地雷傷害
Mine Damage and Area of Effect,地雷傷害和範圍效果
Mine Damage and Duration,地雷傷害和持續時間
Mine Damage and Reduced Mana Reservation,地雷傷害和減少魔力保留
Mine Damage and Reduced Reservation,地雷傷害和減少保留
Mine Damage and Reservation Efficiency,地雷傷害和保留效用
Mine Damage and Throwing Speed,地雷傷害和投擲速度
Mine Damage Penetrates 10% Elemental Resistances,地雷傷害穿透 10% 元素抗性
Mine Deton. Radius:,地雷引爆範圍:
Mine Detonation is Instant,地雷為立即引爆
Mine Detonation Speed,地雷引爆速度
Mine Duration,地雷持續時間
Mine Laying Time:,地雷引爆時間:
Mine Mastery,地雷專精
Mine Throwing and Detonation Speed,地雷投擲和引爆速度
Mine Throwing Speed,地雷投擲速度
Minefield,地雷網輔助
Mines can be Detonated an additional time,地雷可以被觸發額外 1 次
Mines cannot be Damaged,地雷不能被傷害
Mines cannot be Damaged for 5 seconds after being thrown,地雷投擲後 5 秒不會受到傷害
Mines cannot be Re-armed,地雷無法重新佈署
Mines have 10% increased Detonation Speed,地雷增加 10% 引爆速度
Mines have 20% increased Detonation Speed,地雷增加 20% 引爆速度
Mines have 25% increased Detonation Speed,地雷增加 25% 引爆速度
Mines have 30% increased Detonation Speed,地雷增加 30% 引爆速度
Mines have a 10% chance to be Detonated an Additional Time,地雷有 10% 機率被引爆額外 1 次
Mines have a 15% chance to be Detonated an Additional Time,地雷有 15% 機率被引爆額外 1 次
"Mines Hinder Enemies near them for 2 seconds when they Land,\nreducing Movement Speed by 40%",當地雷佈署時，它們附近的敵人被阻礙 2 秒，減少移動速度 40%
Ming's Heart,明恩的慧心
Minimap is Revealed,迷你地圖全開
Minimum,最小值
Minion,召喚物
Minion Accuracy,召喚物命中
Minion always targets the Prey if possible,召喚物盡可能瞄準獵物
Minion and Damage Mastery,召喚物和傷害專精
Minion Area of Effect,召喚物範圍效果
Minion Attack and Cast Speed,召喚物攻擊和施放速度
Minion Attack Speed and Accuracy,召喚物攻擊速度和命中
Minion Block,召喚物格擋
Minion cannot inflict Bleeding,召喚物不能造成流血
Minion cannot Taunt Enemies,召喚物不能嘲諷敵人
Minion Damage,召喚物傷害輔助
Minion Damage and Accuracy,召喚物傷害和命中
Minion Damage and Area of Effect,召喚物傷害和範圍效果
Minion Damage and Attack and Cast Speed,召喚物傷害和攻擊和施放速度
Minion Damage and Duration,召喚物傷害和持續時間
Minion Damage and Life,召喚物傷害和生命
Minion Damage and Life Leech,召喚物傷害和生命偷取
Minion Damage and Mana,召喚物傷害和魔力
Minion Damage and Movement Speed,召喚物傷害和移動速度
Minion Damage Mastery,召喚生物傷害專精
Minion Damage while you have a Herald,捷狀態下的召喚生物傷害
Minion Damage while you have a Herald Mastery,捷效果下召喚生物傷害專精
"Minion Damage, Aura Effect",召喚物傷害、光環效果
"Minion Damage, Cast Speed",召喚物傷害、施放速度
"Minion Damage, Mana",召喚物傷害、魔力
"Minion Damage, Skill Duration",召喚物傷害、技能持續時間
Minion Defence Mastery,召喚物防禦專精
"Minion Duration, Attack and Cast Speed",召喚物持續時間、攻擊和施放速度
Minion Explosion,召喚生物爆炸
Minion Instability,復仇之靈
Minion Life,召喚物生命輔助
Minion Life and Block,召喚物生命和格擋
Minion Life and Damage,召喚物生命和傷害
Minion Life and Elemental Resistances,召喚物生命和元素抗性
Minion Life and Life Regeneration,召喚物生命和生命回復
Minion Life and Physical Damage Reduction,召喚物生命和物理傷害減免
Minion Life and Resistances,召喚物生命和抗性
Minion Life and Spell Block,召喚物生命和法術格擋
Minion Life Leech,召喚物生命偷取
Minion Life Mastery,召喚生物生命專精
Minion Life Regeneration,召喚物生命回復
Minion Mastery,召喚物專精
Minion Movement Speed is Capped,召喚物移動速度已達極限
Minion Offence Mastery,召喚物侵略專精
Minion Resistances,召喚物抗性
Minion Skill:,召喚物技能:
Minion Speed,召喚物速度輔助
Minion Spell Block,召喚物法術格擋
Minion:,召喚物:
Minion's Attacks inflict Bleeding,召喚物的攻擊造成流血g
Minion's Melee Strike Skills deal Fire-only Splash Damage to Surrounding Targets,召喚物的近戰打擊技能，對附近的目標造成火焰限定擴散傷害
Minion's Melee Strike Skills deal Splash Damage to Surrounding Targets,召喚物的近戰打擊技能對目標附近造成擴散傷害
Minion's Projectiles Fork,召喚物的投射物分裂
Minion's Projectiles Pierce an additional Target,召喚物的投射物穿透一個額外目標
Minion's Projectiles Return to Them,召喚生物的投射物會返回己方
Minion's Projectiles Return to them,召喚物的投射物返回你
Minion's Projectiles Return to Them after hitting targets,召喚生物的投射物在擊中目標後返回己方
Minion's Projectiles Return to Them at end of flight,召喚生物的投射物在戰鬥結束時返回己方
Minion's Projectiles Return to them at end of flight,召喚物的投射物從最終距離返回你
Minion's Projectiles Return to them from final target,召喚物的投射物從最終目標返回你
Minion's Projectiles Return to you,召喚生物的投射物會返回
Minion's Projectiles Return to you at end of flight,召喚生物的投射物飛行結束後返回
Minion's Projectiles Return to you from final Target,召喚生物的投射物從最後的目標返回
Minion's Spells Repeat an additional time,召喚生物的法術可額外重復 1 次
Minions always Freeze Enemies,召喚物總是冰凍敵人
"Minions always Freeze, Shock and Ignite",召喚物必定造成冰凍、感電和點燃
Minions always Poison on Hit,召喚物擊中時造成中毒
Minions always target the Prey if possible,召喚物盡可能瞄準獵物
Minions always target your Deathmarked Enemy if possible,召喚生物總是會以帶有【亡印】的敵人為目標
Minions are Aggressive,召喚物有侵略性
Minions are Created with maximum Frenzy Charges,製造的召喚物有最大狂怒球
Minions are Defensive,召喚物有防守性
Minions Attacks always Maim on Hit,召喚物攻擊擊中時造成癱瘓
Minions Blind on Hit with Attacks,攻擊擊中時召喚物造成致盲
Minions can have an additional Mine placed at a time,召喚物有額外一個地雷數量上限
Minions can have an additional Trap placed at a time,召喚物有額外一個陷阱數量上限
Minions cannot be Blinded,召喚物不會被致盲
Minions cannot cause Bleeding,召喚物的攻擊無法造成流血
Minions cannot inflict Elemental Ailments,召喚物無法造成元素異常狀態
Minions cannot Taunt Enemies,召喚物無法嘲諷敵人
Minions created Recently cannot be Damaged,近期製造的召喚物不會受傷
Minions deal 10% increased Damage,召喚物增加 10% 傷害
Minions deal 12% increased Damage,召喚物增加 12% 傷害
Minions deal 14% increased Damage,召喚生物的傷害增加 14%
Minions deal 15% increased Damage,召喚物增加 15% 傷害
Minions deal 16% increased Damage,召喚物增加 16% 傷害
Minions deal 20% increased Damage,召喚物增加 20% 傷害
Minions deal 20% increased Damage if you've used a Minion Skill Recently,近期內你若使用了召喚生物技能，則召喚生物的傷害增加 20%
Minions deal 30% increased Damage,召喚物增加 30% 傷害
Minions deal 30% increased Damage if you've used a Minion Skill Recently,若你近期有使用召喚物技能，召喚物增加 30% 傷害
Minions deal 6% increased Damage,召喚物增加 6% 傷害
Minions deal 8% increased Damage,召喚物增加 8% 傷害
Minions deal no Chaos Damage,召喚物無法造成混沌傷害
Minions deal no Elemental Damage,召喚物無法造成元素傷害
"Minions Explode when reduced to Low Life, dealing 33% of their Life as Fire Damage to surrounding Enemies",召喚物瀕死時爆炸，對附近敵人造成 33% 最大生命的火焰傷害
"Minions explode when reduced to Low Life, dealing 33% of their maximum Life as Fire Damage to surrounding Enemies",召喚生物在低血時會爆炸，對週圍敵人造成自身最大生命 33% 的火焰傷害
Minions from Supported Skills always target the Prey if possible,來自被輔助技能的召喚物盡可能瞄準獵物
Minions from Supported Skills always target your Deathmarked Enemy if possible,被輔助技能創造的召喚生物總是會以帶有【亡印】的敵人為目標
Minions from Supported Skills are Aggressive,透過輔助技能製造的召喚物有侵略性
Minions from Supported Skills are Defensive,透過輔助技能製造的召喚物有防守性
Minions gain 10% of Maximum Life as Extra Maximum Energy Shield,召喚物獲得 10% 最大生命的額外最大能量護盾
Minions gain 20% of Maximum Life as Extra Maximum Energy Shield,召喚物獲得 20% 最大生命的額外最大能量護盾
Minions gain a Power Charge on Critical Strike,召喚物暴擊時獲得暴擊球
Minions gain an Endurance Charge when they Stun an Enemy with a Melee Hit,當召喚物用近戰擊中暈眩敵人時，獲得 1 顆耐力球
Minions gain Cruelty on Hit,召喚物擊中時獲得殘酷
Minions gain Fortify on Melee hit,召喚物近戰攻擊命中時獲得護體效果
Minions grant Onslaught,召喚物賦予你猛攻
Minions have +10% Chance to Block Attack Damage,召喚物有 +10% 攻擊傷害格擋率
